nom_norm,code_postal,code_insee,lat,lon,population,dept,nom
SAINT OYEN,73260,73003,45.51510,6.51620,0,73,Saint-Oyen
SAINT PANCRASSE,38660,38395,45.33430,5.88270,0,38,Saint-Pancrasse
SAINT PANTALY D ANS,24640,24147,45.23250,0.96230,0,24,Saint-Pantaly-d'Ans
SAINT PARDOUX CORBIER,19210,19248,45.44640,1.49250,0,19,Saint-Pardoux-Corbier
SAINT PATERNE,72610,72308,48.41670,0.12500,0,72,Saint-Paterne
SAINT PAUL DE COURTONNE,14290,14194,49.08560,0.37550,0,14,Saint-Paul-de-Courtonne
SAINT PAUL DE LOUBRESSAC,46170,46103,44.28590,1.42550,0,46,Saint-Paul-de-Loubressac
SAINT PAUL DE VEZELIN,42590,42268,45.88580,4.05780,0,42,Saint-Paul-de-Vézelin
SAINT PELLERIN,50620,50099,49.30610,-1.21180,0,50,Saint-Pellerin
SAINT PERAVY EPREUX,45480,45240,48.21510,2.02150,0,45,Saint-Péravy-Épreux
SAINT PHILBERT DU PONT CHARRAULT,85110,85051,46.66990,-1.04500,0,85,Saint-Philbert-du-Pont-Charrault
SAINT PHILBERT EN MAUGES,49600,49023,47.20280,-0.98440,0,49,Saint-Philbert-en-Mauges
SAINT PIERRE A CHAMP,79290,79063,47.03510,-0.34500,0,79,Saint-Pierre-à-Champ
SAINT PIERRE DE CAUBEL,47380,47206,44.46370,0.57190,0,47,Saint-Pierre-de-Caubel
SAINT PIERRE DE MAILLOC,14290,14570,49.06140,0.33360,0,14,Saint-Pierre-de-Mailloc
SAINT PIERRE DE PLESGUEN,35720,35308,48.46390,-1.87600,0,35,Saint-Pierre-de-Plesguen
SAINT PIERRE DU MESNIL,27410,27049,48.98690,0.67010,0,27,Saint-Pierre-du-Mesnil
SAINT PIERRE LA RIVIERE,61310,61474,48.78510,0.11260,0,61,Saint-Pierre-la-Rivière
SAINT PIERRE LA VIEILLE,14770,14174,48.88520,-0.57790,0,14,Saint-Pierre-la-Vieille
SAINT PIERRE LAVIS,76640,76258,49.65170,0.60390,0,76,Saint-Pierre-Lavis
SAINT PIERRE MONTLIMART,49600,49218,47.24940,-1.02040,0,49,Saint-Pierre-Montlimart
SAINT PIERRE SUR DIVES,14170,14654,48.98730,0.02520,0,14,Saint-Pierre-sur-Dives
SAINT PIERRE SUR ORTHE,53160,53249,48.21690,-0.21440,0,53,Saint-Pierre-sur-Orthe
SAINT PIERRE TARENTAINE,14350,14061,48.96160,-0.84000,0,14,Saint-Pierre-Tarentaine
SAINT POL SUR MER,59640,59183,51.01830,2.34310,0,59,Saint-Pol-sur-Mer
SAINT PRIEST LE BETOUX,87290,87180,46.19690,1.29710,0,87,Saint-Priest-le-Betoux
SAINT PROJET SAINT CONSTANT,16110,16281,45.73600,0.35830,0,16,Saint-Projet-Saint-Constant
SAINT QUENTIN AU BOSC,76910,76618,49.96120,1.23430,0,76,Saint-Quentin-au-Bosc
SAINT QUENTIN DES ISLES,27300,27516,49.05740,0.62490,0,27,Saint-Quentin-des-Isles
SAINT QUENTIN EN MAUGES,49600,49218,47.24940,-1.02040,0,49,Saint-Quentin-en-Mauges
SAINT QUENTIN LES BEAUREPAIRE,49150,49018,47.55980,-0.11430,0,49,Saint-Quentin-lès-Beaurepaire
SAINT QUENTIN LES TROO,41800,41149,47.76480,0.84310,0,41,Saint-Quentin-lès-Troo
SAINT REMY DE SALERS,15140,15202,45.12160,2.44520,0,15,Saint-Rémy-de-Salers
SAINT REMY DES LANDES,50580,50236,49.28730,-1.59660,0,50,Saint-Rémy-des-Landes
SAINT REMY EN MAUGES,49600,49218,47.24940,-1.02040,0,49,Saint-Rémy-en-Mauges
SAINT REMY LA VARENNE,49320,49050,47.33920,-0.40870,0,49,Saint-Rémy-la-Varenne
SAINT RIGOMER DES BOIS,72610,72137,48.43030,0.23650,0,72,Saint-Rigomer-des-Bois
SAINT ROME DE DOLAN,48500,48094,44.30800,3.20550,0,48,Saint-Rome-de-Dolan
SAINT ROMPHAIRE,50750,50546,49.03650,-1.13200,0,50,Saint-Romphaire
SAINT SALVADOU,12240,12021,44.30560,2.13690,0,12,Saint-Salvadou
SAINT SAMSON DE BONFOSSE,50750,50546,49.03650,-1.13200,0,50,Saint-Samson-de-Bonfossé
SAINT SATURNIN SUR LOIRE,49320,49050,47.33920,-0.40870,0,49,Saint-Saturnin-sur-Loire
SAINT SAUVEUR DE FLEE,49520,49331,47.71110,-0.85400,0,49,Saint-Sauveur-de-Flée
SAINT SAUVEUR DE LANDEMONT,49530,49126,47.30420,-1.21350,0,49,Saint-Sauveur-de-Landemont
SAINT SAUVEUR DE PEYRE,48130,48009,44.69230,3.27300,0,48,Saint-Sauveur-de-Peyre
SAINT SAUVEUR LA VALLEE,46240,46138,44.64410,1.60400,0,46,Saint-Sauveur-la-Vallée
SAINT SAUVEUR LENDELIN,50490,50550,49.13420,-1.41170,0,50,Saint-Sauveur-Lendelin
SAINT SAVIOL,86400,86247,46.14230,0.22830,0,86,Saint-Saviol
SAINT SEVER CALVADOS,14380,14658,48.82970,-1.02800,0,14,Saint-Sever-Calvados
SAINT SIMEUX,16120,16233,45.62700,-0.02760,0,16,Saint-Simeux
SAINT SORLIN,69440,69228,45.58530,4.61870,0,69,Saint-Sorlin
SAINT SULPICE DE COGNAC,16370,16097,45.74800,-0.37400,0,16,Saint-Sulpice-de-Cognac
SAINT SULPICE DE MAREUIL,24340,24253,45.44760,0.51070,0,24,Saint-Sulpice-de-Mareuil
SAINT SULPICE EN PAREDS,85410,85292,46.60130,-0.84210,0,85,Saint-Sulpice-en-Pareds
SAINT SULPICE LE VERDON,85260,85197,46.91040,-1.43140,0,85,Saint-Sulpice-le-Verdon
SAINT SYLVAIN D ANJOU,49480,49323,47.51820,-0.47460,0,49,Saint-Sylvain-d'Anjou
SAINT SYMPHORIEN DES MONTS,50640,50090,48.52450,-0.97470,0,50,Saint-Symphorien-des-Monts
SAINT SYMPHORIEN LE VALOIS,50580,50236,49.28730,-1.59660,0,50,Saint-Symphorien-le-Valois
SAINT SYMPHORIEN SUR COUZE,87250,87128,46.05560,1.25060,0,87,Saint-Symphorien-sur-Couze
SAINT THEGONNEC,29410,29266,48.51130,-3.93870,0,29,Saint-Thégonnec
SAINT THIBAUT,02220,02054,49.29910,3.61840,0,02,Saint-Thibaut
SAINT THURIN,42440,42245,45.81870,3.84480,0,42,Saint-Thurin
SAINT URSIN,50320,50493,48.82440,-1.46610,0,50,Saint-Ursin
SAINT VALBERT,70300,70245,47.89250,6.42030,0,70,Saint-Valbert
SAINT VICTOR DE RENO,61290,61230,48.54190,0.80330,0,61,Saint-Victor-de-Réno
SAINT VIGOR DES MEZERETS,14770,14357,48.92780,-0.65310,0,14,Saint-Vigor-des-Mézerets
SAINT VINCENT LES FORTS,04340,04033,44.44470,6.31900,0,04,Saint-Vincent-les-Forts
SAINT VINCENT PUYMAUFRAIS,85480,85034,46.62890,-1.13900,0,85,Saint-Vincent-Puymaufrais
SAINT VINNEMER,89430,89407,47.84820,4.08310,0,89,Saint-Vinnemer
SAINT WANDRILLE RANCON,76490,76164,49.52660,0.71840,0,76,Saint-Wandrille-Rançon
SAINT YBARD,19210,19248,45.44640,1.49250,0,19,Saint-Ybard
SAINT YTHAIRE,71460,71042,46.55900,4.61740,0,71,Saint-Ythaire
SAINTE ALAUZIE,46170,46063,44.26770,1.35250,0,46,Sainte-Alauzie
SAINTE ALVERE,24510,24362,44.97310,0.77330,0,24,Sainte-Alvère
SAINTE BARBE SUR GAILLON,27940,27022,49.17120,1.32040,0,27,Sainte-Barbe-sur-Gaillon
SAINTE COLOMBE DE PEYRE,48130,48009,44.69230,3.27300,0,48,Sainte-Colombe-de-Peyre
SAINTE COLOMBE SUR LOING,89520,89420,47.55910,3.18880,0,89,Sainte-Colombe-sur-Loing
SAINTE CROIX GRAND TONNE,14740,14098,49.19630,-0.53980,0,14,Sainte-Croix-Grand-Tonne
SAINTE CROIX HAGUE,50690,50041,49.65460,-1.82140,0,50,Sainte-Croix-Hague
SAINTE CROIX SUR AIZIER,27500,27107,49.40130,0.62190,0,27,Sainte-Croix-sur-Aizier
SAINTE CROIX SUR ORNE,61210,61339,48.77110,-0.28890,0,61,Sainte-Croix-sur-Orne
SAINTE ENIMIE,48320,48146,44.36350,3.45740,0,48,Sainte-Enimie
SAINTE EULALIE D EYMET,24500,24423,44.71610,0.39730,0,24,Sainte-Eulalie-d'Eymet
SAINTE FOY DE MONTGOMMERY,14140,14576,48.95700,0.16210,0,14,Sainte-Foy-de-Montgommery
SAINTE GEMMES,41290,41171,47.81040,1.27560,0,41,Sainte-Gemmes
SAINTE GEMMES D ANDIGNE,49520,49331,47.71110,-0.85400,0,49,Sainte-Gemmes-d'Andigné
SAINTE HERMINE,85210,85223,46.55190,-1.08810,0,85,Sainte-Hermine
SAINTE HONORINE DES PERTES,14710,14591,49.33560,-0.81110,0,14,Sainte-Honorine-des-Pertes
SAINTE INNOCENCE,24500,24423,44.71610,0.39730,0,24,Sainte-Innocence
SAINTE LIVIERE,52290,52182,48.56980,4.83400,0,52,Sainte-Livière
SAINTE MARGUERITE DE VIETTE,14170,14654,48.98730,0.02520,0,14,Sainte-Marguerite-de-Viette
SAINTE MARGUERITE DES LOGES,14290,14371,49.00140,0.22310,0,14,Sainte-Marguerite-des-Loges
SAINTE MARGUERITE EN OUCHE,27410,27049,48.98690,0.67010,0,27,Sainte-Marguerite-en-Ouche
SAINTE MARGUERITE SUR FAUVILLE,76640,76258,49.65170,0.60390,0,76,Sainte-Marguerite-sur-Fauville
SAINTE MARIE DE CHIGNAC,24750,24053,45.13850,0.78780,0,24,Sainte-Marie-de-Chignac
SAINTE MARIE LAUMONT,14350,14061,48.96160,-0.84000,0,14,Sainte-Marie-Laumont
SAINTE OSMANE,72120,72128,47.88370,0.62010,0,72,Sainte-Osmane
SAINTE SABINE BORN,24440,24028,44.73870,0.75520,0,24,Sainte-Sabine-Born
SAINTENY,50500,50564,49.25400,-1.29580,0,50,Sainteny
SALENTHAL,67440,67004,48.66010,7.35650,0,67,Salenthal
SALINS LES THERMES,73600,73284,45.46750,6.52620,0,73,Salins-les-Thermes
SARAZ,25330,25223,47.01380,5.99860,0,25,Saraz
SARCICOURT,52000,52251,48.14960,5.07230,0,52,Sarcicourt
SARCOS,32420,32365,43.36270,0.66790,0,32,Sarcos
SARTILLY,50530,50565,48.74480,-1.44410,0,50,Sartilly
SAUCOURT SUR ROGNON,52270,52177,48.30730,5.22110,0,52,Saucourt-sur-Rognon
SAULGE L HOPITAL,49320,49050,47.33920,-0.40870,0,49,Saulgé-l'Hôpital
SAUVAGE MAGNY,52220,52088,48.44070,4.74760,0,52,Sauvage-Magny
SAUX,46800,46033,44.41400,1.13540,0,46,Saux
SAUZE VAUSSAIS,79190,79307,46.16250,0.12570,0,79,Sauzé-Vaussais
SCHAFFHOUSE SUR ZORN,67270,67202,48.74850,7.56100,0,67,Schaffhouse-sur-Zorn
SCHWABWILLER,67660,67339,48.89370,7.93350,0,67,Schwabwiller
SEBOUVILLE,45300,45162,48.21820,2.17690,0,45,Sébouville
SECQUEVILLE EN BESSIN,14980,14543,49.21530,-0.49130,0,14,Secqueville-en-Bessin
SEGRE,49520,49331,47.71110,-0.85400,0,49,Segré
SEGRIE FONTAINE,61430,61007,48.79340,-0.46210,0,61,Ségrie-Fontaine
SEILLAC,41150,41055,47.53000,1.21260,0,41,Seillac
SELINCOURT,80640,80443,49.84060,1.90410,0,80,Selincourt
SEM,09220,09334,42.77460,1.47350,0,09,Sem
SEMERVILLE,41240,41173,47.93600,1.46050,0,41,Semerville
SEMONS,38260,38479,45.43200,5.21530,0,38,Semons
SENARD,55250,55517,48.97130,5.05270,0,55,Senard
SENCENAC PUY DE FOURCHES,24530,24064,45.37560,0.65960,0,24,Sencenac-Puy-de-Fourches
SENCONAC,09250,09088,42.80890,1.72140,0,09,Senconac
SENILLE,86100,86245,46.79430,0.63350,0,86,Senillé
SENNECE LES MACON,71000,71270,46.32650,4.80830,0,71,Sennecé-lès-Mâcon
SENTILLY,61150,61194,48.75090,-0.11940,0,61,Sentilly
SEPT FORGES,61330,61211,48.52690,-0.52050,0,61,Sept-Forges
SEPT FRERES,14380,14658,48.82970,-1.02800,0,14,Sept-Frères
SEPT VENTS,14350,14672,49.05720,-0.82950,0,14,Sept-Vents
SERAUCOURT,55250,55040,48.96580,5.21830,0,55,Seraucourt
SERIERS,15260,15142,44.93600,2.97670,0,15,Sériers
SERMENTOT,14250,14581,49.13380,-0.69930,0,14,Sermentot
SERVANCE,70440,70489,47.82260,6.71070,0,70,Servance
SERVIERES,48700,48127,44.65310,3.47620,0,48,Servières
SERVIGNY,50560,50215,49.10770,-1.53150,0,50,Servigny
SEVERAC LE CHATEAU,12150,12270,44.31380,3.02940,0,12,Sévérac-le-Château
SEVIS,76850,76034,49.71470,1.13390,0,76,Sévis
SEXEY LES BOIS,54840,54557,48.70020,6.04350,0,54,Sexey-les-Bois
SEYNOD,74960,74010,45.90240,6.12640,0,74,Seynod
SIGOLSHEIM,68240,68162,48.15470,7.27600,0,68,Sigolsheim
SILLY EN GOUFFERN,61310,61474,48.78510,0.11260,0,61,Silly-en-Gouffern
SINDERES,40110,40197,44.03180,-0.91470,0,40,Sindères
SINGRIST,67440,67004,48.66010,7.35650,0,67,Singrist
SINSAT,09310,09296,42.79850,1.66080,0,09,Sinsat
SOEURDRES,49330,49080,47.69700,-0.54990,0,49,Sœurdres
SOLLIERES SARDIERES,73500,73290,45.27640,6.89160,0,73,Sollières-Sardières
SOMMAISNE,55250,55423,48.92070,5.18130,0,55,Sommaisne
SOMMERMONT,52300,52118,48.47280,5.09810,0,52,Sommermont
SOMMEVILLE,52170,52123,48.52770,5.14850,0,52,Sommeville
SOMPT,79500,79064,46.18320,-0.08670,0,79,Sompt
SOPPE LE HAUT,68780,68219,47.73230,7.04930,0,68,Soppe-le-Haut
SORGES,24460,24540,45.29290,0.85050,0,24,Sorges
SOUCELLES,49140,49377,47.55720,-0.44480,0,49,Soucelles
SOUDAY,41170,41248,48.05730,0.89400,0,41,Souday
SOUGERES SUR SINOTTE,89470,89263,47.84830,3.59160,0,89,Sougères-sur-Sinotte
SOULAINCOURT,52230,52491,48.42400,5.31860,0,52,Soulaincourt
SOULIEVRES,79600,79005,46.83230,-0.15320,0,79,Soulièvres
SOULLES,50750,50546,49.03650,-1.13200,0,50,Soulles
SOUPLICOURT,80290,80436,49.73000,1.87680,0,80,Souplicourt
SOURDEVAL LES BOIS,50450,50197,48.89030,-1.32440,0,50,Sourdeval-les-Bois
SOUSCEYRAC,46190,46311,44.90010,2.03400,0,46,Sousceyrac
SOUTIERS,79310,79285,46.57380,-0.30490,0,79,Soutiers
SPADA,55300,55274,48.96250,5.60000,0,55,Spada
SUC ET SENTENAC,09220,09334,42.77460,1.47350,0,09,Suc-et-Sentenac
SURIS,16270,16192,45.88740,0.58300,0,16,Suris
SURJOUX,01420,01215,46.03020,5.76660,0,01,Surjoux
SURVIE,61310,61474,48.78510,0.11260,0,61,Survie
SUTRIEU,01260,01036,45.92360,5.66260,0,01,Sutrieu
SUZY,02320,02153,49.55750,3.48170,0,02,Suzy
TAILLEBOIS,61430,61007,48.79340,-0.46210,0,61,Taillebois
TAINGY,89560,89405,47.61460,3.43040,0,89,Taingy
TAISNIL,80290,80582,49.80580,2.12110,0,80,Taisnil
TAIZE MAULAIS,79600,79196,46.90830,-0.09850,0,79,Taizé-Maulais
TALLOIRES,74290,74275,45.81710,6.23190,0,74,Talloires
TANCOIGNE,49560,49373,47.15040,-0.46180,0,49,Tancoigné
TARDAIS,28250,28373,48.55840,1.01440,0,28,Tardais
TARGE,86100,86066,46.81470,0.55830,0,86,Targé
TART L ABBAYE,21110,21623,47.19310,5.21740,0,21,Tart-l'Abbaye
TART LE HAUT,21110,21623,47.19310,5.21740,0,21,Tart-le-Haut
TAUXIERES MUTRY,51150,51564,49.10500,4.11540,0,51,Tauxières-Mutry
TAVEY,70400,70285,47.56660,6.75940,0,70,Tavey
TEILLAY LE GAUDIN,45480,45240,48.21510,2.02150,0,45,Teillay-le-Gaudin
TEILLAY SAINT BENOIT,45170,45118,48.11250,2.06340,0,45,Teillay-Saint-Benoît
TERMIGNON,73500,73290,45.27640,6.89160,0,73,Termignon
TERRE CLAPIER,81120,81233,43.80810,2.26930,0,81,Terre-Clapier
TERRON SUR AISNE,08400,08490,49.41940,4.70730,0,08,Terron-sur-Aisne
TERVES,79300,79049,46.86540,-0.47330,0,79,Terves
TESSENS,73210,73006,45.56610,6.61190,0,73,Tessens
TESSONNIERE,79600,79005,46.83230,-0.15320,0,79,Tessonnière
TETEGHEM,59380,59588,51.00920,2.44530,0,59,Téteghem
THEIL SUR VANNE,89320,89411,48.17670,3.46410,0,89,Theil-sur-Vanne
THEL,69470,69066,46.09680,4.34450,0,69,Thel
THEVRAY,27410,27049,48.98690,0.67010,0,27,Thevray
THEZILLIEU,01110,01185,45.93050,5.57750,0,01,Thézillieu
THIAT,87330,87028,46.22930,0.89870,0,87,Thiat
THIEVILLE,14170,14654,48.98730,0.02520,0,14,Thiéville
THOIRAS,30140,30329,44.06460,3.92480,0,30,Thoiras
THORENS GLIERES,74570,74282,46.00570,6.22750,0,74,Thorens-Glières
THORIGNE,79370,79185,46.28440,-0.27230,0,79,Thorigné
THORIGNY SUR LE MIGNON,79360,79334,46.16240,-0.58260,0,79,Thorigny-sur-le-Mignon
THOUARCE,49750,49345,47.27190,-0.53950,0,49,Thouarcé
THOUARSAIS BOUILDROUX,85410,85292,46.60130,-0.84210,0,85,Thouarsais-Bouildroux
THURY HARCOURT,14220,14689,48.98710,-0.52220,0,14,Thury-Harcourt
THYL,73140,73261,45.24010,6.49510,0,73,Thyl
TIGNE,49560,49373,47.15040,-0.46180,0,49,Tigné
TILLIERES,49710,49301,47.08780,-1.09680,0,49,Tillières
TILLOU,79110,79083,46.11820,-0.09660,0,79,Tillou
TILLOY LES CONTY,80160,80485,49.76720,2.18970,0,80,Tilloy-lès-Conty
TILLY LA CAMPAGNE,14540,14538,49.10920,-0.30530,0,14,Tilly-la-Campagne
TINCHEBRAY,61800,61486,48.72830,-0.73370,0,61,Tinchebray
TOCQUEVILLE SUR EU,76910,76618,49.96120,1.23430,0,76,Tocqueville-sur-Eu
TONNEVILLE,50690,50041,49.65460,-1.82140,0,50,Tonneville
TORDOUET,14290,14570,49.06140,0.33360,0,14,Tordouet
TORIGNI SUR VIRE,50160,50601,48.99610,-0.97400,0,50,Torigni-sur-Vire
TORTEVAL QUESNAY,14250,14581,49.13380,-0.69930,0,14,Torteval-Quesnay
TORTISAMBERT,14290,14371,49.00140,0.22310,0,14,Tortisambert
TOSTES,27400,27412,49.24290,1.11830,0,27,Tostes
TOUFFREVILLE LA CABLE,76330,76476,49.50620,0.58340,0,76,Touffreville-la-Cable
TOULON LA MONTAGNE,51130,51611,48.84250,3.90460,0,51,Toulon-la-Montagne
TOURAILLES SOUS BOIS,55130,55215,48.49240,5.49810,0,55,Tourailles-sous-Bois
TOURLAVILLE,50470,50129,49.62770,-1.63560,0,50,Tourlaville
TOURNAY SUR ODON,14310,14475,49.11110,-0.57000,0,14,Tournay-sur-Odon
TOURNEBU,14220,14150,48.96450,-0.37610,0,14,Tournebu
TOURNEDOS SUR SEINE,27430,27471,49.26630,1.25370,0,27,Tournedos-sur-Seine
TOURNEDOZ,25340,25018,47.37690,6.57810,0,25,Tournedoz
TOURNIAC,15700,15153,45.14680,2.25630,0,15,Tourniac
TOURNY,27630,27213,49.17510,1.57080,0,27,Tourny
TOUROUVRE,61190,61491,48.60650,0.63210,0,61,Tourouvre
TOURVILLE LA CHAPELLE,76910,76618,49.96120,1.23430,0,76,Tourville-la-Chapelle
TRADES,69860,69135,46.23790,4.56310,0,69,Trades
TREGON,22650,22209,48.56270,-2.13830,0,22,Trégon
TREHET,41800,41070,47.74640,0.66590,0,41,Tréhet
TREIGNY,89520,89420,47.55910,3.18880,0,89,Treigny
TRELLY,50660,50419,48.96800,-1.43220,0,50,Trelly
TREMBLAY,35560,35004,48.44100,-1.46500,0,35,Tremblay
TRESCHENU CREYERS,26410,26086,44.72990,5.53660,0,26,Treschenu-Creyers
TRESSE,35720,35308,48.46390,-1.87600,0,35,Tressé
TREVILLY,89420,89197,47.52430,4.07010,0,89,Trévilly
TRIPLEVILLE,41240,41173,47.93600,1.46050,0,41,Tripleville
TRIQUERVILLE,76330,76476,49.50620,0.58340,0,76,Triquerville
TROISCHAMPS,52600,52242,47.84930,5.52890,0,52,Troischamps
TRUTTEMER LE GRAND,14500,14762,48.81990,-0.87000,0,14,Truttemer-le-Grand
TRUTTEMER LE PETIT,14500,14762,48.81990,-0.87000,0,14,Truttemer-le-Petit
TUZIE,16700,16110,45.98620,0.14320,0,16,Tuzie
UCHENTEIN,09800,09062,42.84720,1.03840,0,09,Uchentein
ULCOT,79300,79013,46.97210,-0.41640,0,79,Ulcot
URDES,64170,64300,43.42500,-0.60030,0,64,Urdès
UROU ET CRENNES,61310,61474,48.78510,0.11260,0,61,Urou-et-Crennes
URVILLE NACQUEVILLE,50690,50041,49.65460,-1.82140,0,50,Urville-Nacqueville
VABRE TIZAC,12240,12021,44.30560,2.13690,0,12,Vabre-Tizac
VACHERESSES LES BASSES,28210,28279,48.63150,1.52060,0,28,Vacheresses-les-Basses
VAILLAC,46240,46138,44.64410,1.60400,0,46,Vaillac
VALANJOU,49750,49092,47.22110,-0.69640,0,49,Valanjou
VALDELANCOURT,52330,52031,48.12690,4.97600,0,52,Valdelancourt
VALEUIL,24530,24064,45.37560,0.65960,0,24,Valeuil
VALEZAN,73210,73150,45.56840,6.70300,0,73,Valezan
VALFIN SUR VALOUSE,39240,39583,46.34650,5.52250,0,39,Valfin-sur-Valouse
VALROUFIE,46090,46156,44.50820,1.50410,0,46,Valroufié
VARADES,44370,44213,47.43520,-1.03190,0,44,Varades
VARENNES SUR FOUZON,36210,36229,47.20630,1.62490,0,36,Varennes-sur-Fouzon
VASOUY,14600,14333,49.40860,0.22970,0,14,Vasouy
VASSY,14410,14726,48.86190,-0.71730,0,14,Vassy
VASTEVILLE,50690,50041,49.65460,-1.82140,0,50,Vasteville
VAUBADON,14490,14035,49.19310,-0.83250,0,14,Vaubadon
VAUCHRETIEN,49320,49050,47.33920,-0.40870,0,49,Vauchrétien
VAUDELOGES,14170,14654,48.98730,0.02520,0,14,Vaudeloges
VAUDRIMESNIL,50490,50550,49.13420,-1.41170,0,50,Vaudrimesnil
VAUDRY,14500,14762,48.81990,-0.87000,0,14,Vaudry
VAULANDRY,49150,49018,47.55980,-0.11430,0,49,Vaulandry
VAUX DEVANT DAMLOUP,55400,55537,49.21410,5.45180,0,55,Vaux-devant-Damloup
VAUX LA DOUCE,52400,52544,47.87910,5.77270,0,52,Vaux-la-Douce
VAUX LA GRANDE,55500,55472,48.69220,5.46270,0,55,Vaux-la-Grande
VAUX LA PETITE,55500,55472,48.69220,5.46270,0,55,Vaux-la-Petite
VAUX SOUS AUBIGNY,52190,52405,47.66420,5.28760,0,52,Vaux-sous-Aubigny
VAUX SUR POLIGNY,39800,39434,46.82040,5.72450,0,39,Vaux-sur-Poligny
VAUXCERE,02160,02439,49.35550,3.67760,0,02,Vauxcéré
VAZEILLES PRES SAUGUES,43580,43090,44.90380,3.55860,0,43,Vazeilles-près-Saugues
VEAUVILLE LES BAONS,76190,76041,49.65600,0.75420,0,76,Veauville-lès-Baons
VEEL,55000,55186,48.78490,5.11020,0,55,Véel
VELAINE EN HAYE,54840,54557,48.70020,6.04350,0,54,Velaine-en-Haye
VELLECHEVREUX ET COURBENANS,70110,70180,47.52660,6.53840,0,70,Vellechevreux-et-Courbenans
VELLUIRE,85770,85177,46.41520,-0.90400,0,85,Velluire
VENARSAL,19360,19123,45.17970,1.59360,0,19,Venarsal
VENDEL,35140,35282,48.28780,-1.34210,0,35,Vendel
VENDEUVRE DU POITOU,86380,86281,46.72970,0.26340,0,86,Vendeuvre-du-Poitou
VENEUX LES SABLONS,77250,77316,48.35450,2.82330,0,77,Veneux-les-Sablons
VENGEONS,50150,50582,48.73330,-0.89650,0,50,Vengeons
VENOSC,38860,38253,44.98850,6.13490,0,38,Vénosc
VERARGUES,34400,34246,43.71930,4.08100,0,34,Vérargues
VERCIA,39190,39576,46.60470,5.46190,0,39,Vercia
VERDES,41240,41173,47.93600,1.46050,0,41,Verdes
VERGER SUR DIVE,86330,86108,46.80430,0.03400,0,86,Verger-sur-Dive
VERGONCEY,50240,50487,48.52090,-1.36380,0,50,Vergoncey
VERGONNES,49520,49248,47.72320,-1.10860,0,49,Vergonnes
VERN D ANJOU,49370,49367,47.58900,-0.81780,0,49,Vern-d'Anjou
VERNET LA VARENNE,63580,63448,45.49620,3.45740,0,63,Vernet-la-Varenne
VERNEUIL SUR AVRE,27160,27679,48.76490,0.88930,0,27,Verneuil-sur-Avre
VERNOIS LE FOL,25190,25275,47.34440,6.98400,0,25,Vernois-le-Fol
VERRINES SOUS CELLES,79370,79061,46.24010,-0.22920,0,79,Verrines-sous-Celles
VERTUS,51190,51612,48.92270,3.97140,0,51,Vertus
VERTUZEY,55200,55184,48.74470,5.65250,0,55,Vertuzey
VEUVES,41150,41167,47.50790,1.15000,0,41,Veuves
VEYRINS THUELLIN,38630,38022,45.64130,5.55670,0,38,Veyrins-Thuellin
VEZET,70130,70418,47.53810,5.89110,0,70,Vezet
VIABON,28150,28406,48.21080,1.67160,0,28,Viabon
VICDESSOS,09220,09334,42.77460,1.47350,0,09,Vicdessos
VICTOT PONTFOL,14430,14743,49.17770,-0.00810,0,14,Victot-Pontfol
VIDOUVILLE,50810,50492,49.09340,-0.95510,0,50,Vidouville
VIELLENAVE SUR BIDOUZE,64270,64113,43.42570,-1.06300,0,64,Viellenave-sur-Bidouze
VIESSOIX,14410,14726,48.86190,-0.71730,0,14,Viessoix
VIEU,01260,01036,45.92360,5.66260,0,01,Vieu
VIEUX FUME,14370,14431,49.08600,-0.01690,0,14,Vieux-Fumé
VIEUX MAISONS,77320,77421,48.73900,3.32240,0,77,Vieux-Maisons
VIEUX MAREUIL,24340,24253,45.44760,0.51070,0,24,Vieux-Mareuil
VIEUX MOULINS,52200,52383,47.85690,5.27350,0,52,Vieux-Moulins
VIEUX PONT EN AUGE,14170,14654,48.98730,0.02520,0,14,Vieux-Pont-en-Auge
VIEUX VILLEZ,27940,27022,49.17120,1.32040,0,27,Vieux-Villez
VIEVILLE SOUS LES COTES,55210,55551,48.98630,5.73460,0,55,Viéville-sous-les-Côtes
VIHIERS,49560,49373,47.15040,-0.46180,0,49,Vihiers
VILBERT,77540,77031,48.67720,2.93530,0,77,Vilbert
VILLARD SUR BIENNE,39200,39130,46.50500,5.86890,0,39,Villard-sur-Bienne
VILLARLURIN,73600,73257,45.36280,6.50600,0,73,Villarlurin
VILLARS SAINT MARCELLIN,52400,52060,47.94260,5.73840,0,52,Villars-Saint-Marcellin
VILLE DU PONT,25650,25390,46.99850,6.46520,0,25,Ville-du-Pont
VILLE ISSEY,55200,55184,48.74470,5.65250,0,55,Ville-Issey
VILLEAU,28150,28406,48.21080,1.67160,0,28,Villeau
VILLEBADIN,61310,61474,48.78510,0.11260,0,61,Villebadin
VILLECHIEN,50140,50359,48.60770,-0.92590,0,50,Villechien
VILLEDIEU LA BLOUERE,49600,49023,47.20280,-0.98440,0,49,Villedieu-la-Blouère
VILLEDIEU LES POELES,50800,50639,48.82470,-1.23990,0,50,Villedieu-les-Poêles
VILLEFRANCHE,89120,89086,47.87860,3.10730,0,89,Villefranche
VILLEFRANCON,70700,70152,47.40010,5.75490,0,70,Villefrancon
