nom_norm,code_postal,code_insee,lat,lon,population,dept,nom
RABLAY SUR LAYON,49750,49345,47.27190,-0.53950,0,49,Rablay-sur-Layon
RABODANGES,61210,61339,48.77110,-0.28890,0,61,Rabodanges
RAMPONT,55220,55497,49.08740,5.24770,0,55,Rampont
RANDENS,73220,73212,45.53900,6.32310,0,73,Randens
RANDONNAI,61190,61491,48.60650,0.63210,0,61,Randonnai
RAVENNEFONTAINES,52240,52332,47.99750,5.53870,0,52,Ravennefontaines
RAVENOVILLE,50480,50523,49.42050,-1.29670,0,50,Ravenoville
REBOURSEAUX,89600,89439,47.95190,3.69570,0,89,Rebourseaux
RECHICOURT,55230,55500,49.33590,5.69250,0,55,Réchicourt
RECOULES PREVINQUIERES,12150,12270,44.31380,3.02940,0,12,Recoules-Prévinquières
REFRANCHE,25330,25223,47.01380,5.99860,0,25,Refranche
REIMERSWILLER,67660,67339,48.89370,7.93350,0,67,Reimerswiller
REITWILLER,67370,67034,48.68410,7.63350,0,67,Reitwiller
REMONVILLE,08240,08437,49.41560,5.06660,0,08,Rémonville
REMUNGOL,56500,56144,47.97140,-2.86750,0,56,Remungol
REUIL,51700,51457,49.09450,3.80890,0,51,Reuil
REVILLON,02160,02439,49.35550,3.67760,0,02,Révillon
REYNIER,04250,04023,44.32330,6.18320,0,04,Reynier
REZONVILLE,57130,57578,49.08770,5.96840,0,57,Rezonville
RIBENNES,48700,48126,44.62750,3.38490,0,48,Ribennes
RIBIERS,05300,05118,44.25160,5.83380,0,05,Ribiers
RICARVILLE,76640,76258,49.65170,0.60390,0,76,Ricarville
RIEDHEIM,67330,67061,48.81430,7.46650,0,67,Riedheim
RIEDWIHR,68320,68143,48.12120,7.42690,0,68,Riedwihr
RIEUTORT DE RANDON,48700,48127,44.65310,3.47620,0,48,Rieutort-de-Randon
RIGNAUCOURT,55220,55254,48.96840,5.29210,0,55,Rignaucourt
RISTOLAS,05460,05001,44.77170,6.97170,0,05,Ristolas
ROBEHOMME,14860,14046,49.22810,-0.18000,0,14,Robehomme
ROBERT MAGNY,52220,52331,48.47730,4.80760,0,52,Robert-Magny
ROCQUANCOURT,14540,14538,49.10920,-0.30530,0,14,Rocquancourt
ROLLAINVILLE,88300,88321,48.35680,5.70260,0,88,Rollainville
ROMETTE,05000,05061,44.57970,6.06160,0,05,Romette
RONEL,81120,81233,43.80810,2.26930,0,81,Ronel
RONFEUGERAI,61430,61007,48.79340,-0.46210,0,61,Ronfeugerai
RONTHON,50530,50167,48.71990,-1.48980,0,50,Ronthon
ROOCOURT LA COTE,52310,52058,48.20350,5.13850,0,52,Roôcourt-la-Côte
ROQUETAILLADE,11300,11323,42.99040,2.20750,0,11,Roquetaillade
RORTHAIS,79700,79079,46.94300,-0.75650,0,79,Rorthais
ROSIERES EN BLOIS,55130,55148,48.56800,5.53540,0,55,Rosières-en-Blois
ROSOY SUR AMANCE,52600,52242,47.84930,5.52890,0,52,Rosoy-sur-Amance
ROSSAY,86200,86137,47.01160,0.10480,0,86,Rossay
ROUCAMPS,14770,14027,48.99080,-0.65450,0,14,Roucamps
ROUELLE,61700,61145,48.58660,-0.65540,0,61,Rouellé
ROUFFIGNY,50800,50639,48.82470,-1.23990,0,50,Rouffigny
ROULLEE,72610,72137,48.43030,0.23650,0,72,Roullée
ROULLOURS,14500,14762,48.81990,-0.87000,0,14,Roullours
ROUMAZIERES LOUBERT,16270,16192,45.88740,0.58300,0,16,Roumazières-Loubert
ROUNTZENHEIM,67480,67418,48.81780,8.00570,0,67,Rountzenheim
ROUSSAC,87250,87128,46.05560,1.25060,0,87,Roussac
ROUSSAY,49710,49301,47.08780,-1.09680,0,49,Roussay
ROUTELLE,25410,25438,47.15650,5.86220,0,25,Routelle
ROUVENAC,11260,11131,42.92630,2.15730,0,11,Rouvenac
ROUVRAY SAINT DENIS,28310,28319,48.27740,1.92220,0,28,Rouvray-Saint-Denis
ROUVRAY SAINT FLORENTIN,28150,28422,48.27140,1.59950,0,28,Rouvray-Saint-Florentin
ROUXEVILLE,50810,50492,49.09340,-0.95510,0,50,Rouxeville
ROZIERES,52220,52479,48.41080,4.82760,0,52,Rozières
RUBECOURT ET LAMECOURT,08140,08053,49.71430,5.02690,0,08,Rubécourt-et-Lamécourt
RUFFIEU,01260,01187,46.04360,5.68460,0,01,Ruffieu
RUILLE LE GRAVELAIS,53320,53137,48.06200,-0.94200,0,53,Ruillé-le-Gravelais
RUILLE SUR LOIR,72340,72262,47.78490,0.64780,0,72,Ruillé-sur-Loir
RUMAISNIL,80290,80582,49.80580,2.12110,0,80,Rumaisnil
RUMERSHEIM,67370,67034,48.68410,7.63350,0,67,Rumersheim
RUSSY,14710,14591,49.33560,-0.81110,0,14,Russy
SAINT AGIL,41170,41248,48.05730,0.89400,0,41,Saint-Agil
SAINT AGNAN SUR ERRE,61340,61484,48.28830,0.69870,0,61,Saint-Agnan-sur-Erre
SAINT AGNANT SOUS LES COTES,55300,55012,48.84670,5.62070,0,55,Saint-Agnant-sous-les-Côtes
SAINT AIGNAN DE CRAMESNIL,14540,14554,49.08700,-0.28110,0,14,Saint-Aignan-de-Cramesnil
SAINT AMAND DE BELVES,24170,24035,44.74920,1.00500,0,24,Saint-Amand-de-Belvès
SAINT AMAND DE COLY,24290,24364,45.06340,1.24560,0,24,Saint-Amand-de-Coly
SAINT AMAND DES HAUTES TERRES,27370,27011,49.21880,0.92530,0,27,Saint-Amand-des-Hautes-Terres
SAINT ANASTAISE,63610,63038,45.49840,2.91030,0,63,Saint-Anastaise
SAINT ANDEOL DE CLERGUEMORT,48240,48152,44.29750,3.87640,0,48,Saint-Andéol-de-Clerguemort
SAINT ANDEOL LE CHATEAU,69700,69179,45.58980,4.70410,0,69,Saint-Andéol-le-Château
SAINT ANDOCHE,70600,70247,47.65020,5.66370,0,70,Saint-Andoche
SAINT ANDRE DE LA MARCHE,49710,49301,47.08780,-1.09680,0,49,Saint-André-de-la-Marche
SAINT ANDRE TREIZE VOIES,85260,85197,46.91040,-1.43140,0,85,Saint-André-Treize-Voies
SAINT ANGE LE VIEL,77710,77504,48.27310,2.87840,0,77,Saint-Ange-le-Viel
SAINT ANTOINE D AUBEROCHE,24640,24026,45.15770,0.88000,0,24,Saint-Antoine-d'Auberoche
SAINT ANTONIN DE LACALM,81120,81233,43.80810,2.26930,0,81,Saint-Antonin-de-Lacalm
SAINT AQUILIN DE PACY,27120,27448,49.01900,1.37640,0,27,Saint-Aquilin-de-Pacy
SAINT AUBERT SUR ORNE,61210,61339,48.77110,-0.28890,0,61,Saint-Aubert-sur-Orne
SAINT AUBIN CHATEAU NEUF,89110,89334,47.82430,3.29600,0,89,Saint-Aubin-Château-Neuf
SAINT AUBIN DE BAUBIGNE,79700,79079,46.94300,-0.75650,0,79,Saint-Aubin-de-Baubigné
SAINT AUBIN DE LUIGNE,49750,49292,47.31350,-0.65290,0,49,Saint-Aubin-de-Luigné
SAINT AUBIN DES GROIS,61340,61309,48.35850,0.69580,0,61,Saint-Aubin-des-Grois
SAINT AUBIN DES HAYES,27410,27049,48.98690,0.67010,0,27,Saint-Aubin-des-Hayes
SAINT AUBIN DU PAVAIL,35410,35069,48.04810,-1.47510,0,35,Saint-Aubin-du-Pavail
SAINT AUBIN DU PERRON,50490,50550,49.13420,-1.41170,0,50,Saint-Aubin-du-Perron
SAINT AUBIN LE GUICHARD,27410,27049,48.98690,0.67010,0,27,Saint-Aubin-le-Guichard
SAINT AUBIN LE VERTUEUX,27300,27516,49.05740,0.62490,0,27,Saint-Aubin-le-Vertueux
SAINT AUBIN LEBIZAY,14340,14231,49.21110,0.02310,0,14,Saint-Aubin-Lébizay
SAINT AULAYE,24410,24376,45.18170,0.11440,0,24,Saint-Aulaye
SAINT BARBANT,87330,87028,46.22930,0.89870,0,87,Saint-Barbant
SAINT BAULD,37310,37254,47.21280,0.82660,0,37,Saint-Bauld
SAINT BAZILE DE LA ROCHE,19400,19010,45.11660,1.93190,0,19,Saint-Bazile-de-la-Roche
SAINT BENOIT EN WOEVRE,55210,55551,48.98630,5.73460,0,55,Saint-Benoît-en-Woëvre
SAINT BLANCARD,32420,32365,43.36270,0.66790,0,32,Saint-Blancard
SAINT BOIS,01300,01015,45.71890,5.64040,0,01,Saint-Bois
SAINT BONNET AVALOUZE,19150,19101,45.24750,1.80650,0,19,Saint-Bonnet-Avalouze
SAINT BONNET DE MONTAUROUX,48600,48139,44.81050,3.70960,0,48,Saint-Bonnet-de-Montauroux
SAINT BONNET DE VALCLERIEUX,26350,26210,45.21760,5.14230,0,26,Saint-Bonnet-de-Valclérieux
SAINT BRICE EN COGLES,35460,35257,48.39750,-1.34840,0,35,Saint-Brice-en-Coglès
SAINT CAPRAIS DE BLAYE,33860,33380,45.27600,-0.50990,0,33,Saint-Caprais-de-Blaye
SAINT CENERE,53150,53161,48.16360,-0.55750,0,53,Saint-Céneré
SAINT CERNIN DE REILLAC,24580,24356,45.04860,0.96960,0,24,Saint-Cernin-de-Reillac
SAINT CHARLES DE PERCY,14410,14726,48.86190,-0.71730,0,14,Saint-Charles-de-Percy
SAINT CHARTRES,86330,86161,46.87680,0.00330,0,86,Saint-Chartres
SAINT CHRISTOPHE DU LUAT,53600,53097,48.14230,-0.43280,0,53,Saint-Christophe-du-Luat
SAINT CHRISTOPHE LA COUPERIE,49530,49126,47.30420,-1.21350,0,49,Saint-Christophe-la-Couperie
SAINT CHRISTOPHE LE JAJOLET,61570,61375,48.67650,0.00840,0,61,Saint-Christophe-le-Jajolet
SAINT CHRISTOPHE LES GORGES,15700,15153,45.14680,2.25630,0,15,Saint-Christophe-les-Gorges
SAINT CIRGUES SUR COUZE,63320,63109,45.55380,3.15020,0,63,Saint-Cirgues-sur-Couze
SAINT CLAIR D ARCEY,27300,27516,49.05740,0.62490,0,27,Saint-Clair-d'Arcey
SAINT COME DU MONT,50620,50099,49.30610,-1.21180,0,50,Saint-Côme-du-Mont
SAINT CONSTANT,15600,15181,44.68930,2.26540,0,15,Saint-Constant
SAINT CORNIER DES LANDES,61800,61486,48.72830,-0.73370,0,61,Saint-Cornier-des-Landes
SAINT CREPIN DE RICHEMONT,24530,24064,45.37560,0.65960,0,24,Saint-Crépin-de-Richemont
SAINT CRESPIN SUR MOINE,49710,49301,47.08780,-1.09680,0,49,Saint-Crespin-sur-Moine
SAINT CYPRIEN SUR DOURDOU,12320,12218,44.58170,2.38950,0,12,Saint-Cyprien-sur-Dourdou
SAINT CYR DU RONCERAY,14290,14570,49.06140,0.33360,0,14,Saint-Cyr-du-Ronceray
SAINT CYR EN BOURG,49400,49060,47.17810,-0.04490,0,49,Saint-Cyr-en-Bourg
SAINT DAUNES,46800,46263,44.37080,1.25600,0,46,Saint-Daunès
SAINT DENIS D AUTHOU,28480,28331,48.35060,1.00290,0,28,Saint-Denis-d'Authou
SAINT DENIS DE VILLENETTE,61330,61211,48.52690,-0.52050,0,61,Saint-Denis-de-Villenette
SAINT DENIS DU PIN,17400,17277,45.99580,-0.54120,0,17,Saint-Denis-du-Pin
SAINT DENIS MAISONCELLES,14350,14061,48.96160,-0.84000,0,14,Saint-Denis-Maisoncelles
SAINT DENIS SUR OUANNE,89120,89086,47.87860,3.10730,0,89,Saint-Denis-sur-Ouanne
SAINT DIDIER D ALLIER,43580,43221,44.99580,3.67040,0,43,Saint-Didier-d'Allier
SAINT DIDIER SOUS ECOUVES,61420,61228,48.51820,-0.01350,0,61,Saint-Didier-sous-Écouves
SAINT DIDIER SOUS RIVERIE,69440,69228,45.58530,4.61870,0,69,Saint-Didier-sous-Riverie
SAINT DIZIER LEYRENNE,23400,23189,46.00490,1.71490,0,23,Saint-Dizier-Leyrenne
SAINT EBREMOND DE BONFOSSE,50750,50095,49.07060,-1.15830,0,50,Saint-Ébremond-de-Bonfossé
SAINT ETIENNE EN COGLES,35460,35257,48.39750,-1.34840,0,35,Saint-Étienne-en-Coglès
SAINT FLORENT DES BOIS,85310,85213,46.58960,-1.33450,0,85,Saint-Florent-des-Bois
SAINT FLORENT LE VIEIL,49620,49244,47.34350,-0.93510,0,49,Saint-Florent-le-Vieil
SAINT FORT,53200,53062,47.82100,-0.70100,0,53,Saint-Fort
SAINT FREZAL DE VENTALON,48240,48152,44.29750,3.87640,0,48,Saint-Frézal-de-Ventalon
SAINT GELVEN,22570,22107,48.21470,-3.11610,0,22,Saint-Gelven
SAINT GENIEZ D OLT,12130,12224,44.51120,3.00770,0,12,Saint-Geniez-d'Olt
SAINT GENIS DU BOIS,33760,33008,44.68210,-0.22650,0,33,Saint-Genis-du-Bois
SAINT GENIX SUR GUIERS,73240,73236,45.61020,5.67030,0,73,Saint-Genix-sur-Guiers
SAINT GEORGES D AUNAY,14310,14579,49.03170,-0.69750,0,14,Saint-Georges-d'Aunay
SAINT GEORGES DE BOHON,50500,50564,49.25400,-1.29580,0,50,Saint-Georges-de-Bohon
SAINT GEORGES DE CHESNE,35140,35282,48.28780,-1.34210,0,35,Saint-Georges-de-Chesné
SAINT GEORGES DE LEVEJAC,48500,48094,44.30800,3.20550,0,48,Saint-Georges-de-Lévéjac
SAINT GEORGES DE LONGUEPIERRE,17470,17268,46.03070,-0.40430,0,17,Saint-Georges-de-Longuepierre
SAINT GEORGES DE MONTAIGU,85600,85146,46.97410,-1.29230,0,85,Saint-Georges-de-Montaigu
SAINT GEORGES DES GARDES,49750,49092,47.22110,-0.69640,0,49,Saint-Georges-des-Gardes
SAINT GEORGES DES SEPT VOIES,49350,49261,47.34240,-0.23520,0,49,Saint-Georges-des-Sept-Voies
SAINT GEORGES EN AUGE,14170,14654,48.98730,0.02520,0,14,Saint-Georges-en-Auge
SAINT GEORGES SUR LAYON,49700,49125,47.19880,-0.30530,0,49,Saint-Georges-sur-Layon
SAINT GERAND,56920,56213,48.11900,-2.88250,0,56,Saint-Gérand
SAINT GERMAIN D ECTOT,14250,14581,49.13380,-0.69930,0,14,Saint-Germain-d'Ectot
SAINT GERMAIN DE CONFOLENS,16500,16106,46.02450,0.66390,0,16,Saint-Germain-de-Confolens
SAINT GERMAIN DE MARENCENNES,17700,17340,46.07200,-0.79900,0,17,Saint-Germain-de-Marencennes
SAINT GERMAIN DE MONTGOMMERY,14140,14576,48.95700,0.16210,0,14,Saint-Germain-de-Montgommery
SAINT GERMAIN DE TALLEVENDE LA LANDE VAUMONT,14500,14762,48.81990,-0.87000,0,14,Saint-Germain-de-Tallevende-la-Lande-Vaumont
SAINT GERMAIN DES VAUX,50690,50041,49.65460,-1.82140,0,50,Saint-Germain-des-Vaux
SAINT GERMAIN DU CRIOULT,14770,14174,48.88520,-0.57790,0,14,Saint-Germain-du-Crioult
SAINT GERMAIN L AIGUILLER,85390,85154,46.66890,-0.84530,0,85,Saint-Germain-l'Aiguiller
SAINT GERMAIN LA CHAMBOTTE,73410,73010,45.78650,5.91490,0,73,Saint-Germain-la-Chambotte
SAINT GERMAIN LA GATINE,28300,28034,48.53650,1.45690,0,28,Saint-Germain-la-Gâtine
SAINT GERMAIN LES ARLAY,39210,39017,46.76700,5.53830,0,39,Saint-Germain-lès-Arlay
SAINT GERMAIN SUR L ARBRESLE,69210,69208,45.86040,4.61670,0,69,Saint-Germain-sur-l'Arbresle
SAINT GERMAIN SUR MOINE,49710,49301,47.08780,-1.09680,0,49,Saint-Germain-sur-Moine
SAINT GERMAIN SUR SARTHE,72130,72138,48.28550,0.08120,0,72,Saint-Germain-sur-Sarthe
SAINT GILLES DU MENE,22330,22046,48.28370,-2.51440,0,22,Saint-Gilles-du-Mené
SAINT GIROD,73410,73010,45.78650,5.91490,0,73,Saint-Girod
SAINT GOUENO,22330,22046,48.28370,-2.51440,0,22,Saint-Gouéno
SAINT GUEN,22530,22158,48.19550,-2.94810,0,22,Saint-Guen
SAINT HERBLON,44150,44163,47.40190,-1.10950,0,44,Saint-Herblon
SAINT HILAIRE AU TEMPLE,51400,51485,49.04190,4.38630,0,51,Saint-Hilaire-au-Temple
SAINT HILAIRE DE LOULAY,85600,85146,46.97410,-1.29230,0,85,Saint-Hilaire-de-Loulay
SAINT HILAIRE LA GERARD,61570,61294,48.62420,0.07450,0,61,Saint-Hilaire-la-Gérard
SAINT HILAIRE SAINT FLORENT,49400,49328,47.26450,-0.08370,0,49,Saint-Hilaire-Saint-Florent
SAINT JACQUES DES ARRETS,69860,69135,46.23790,4.56310,0,69,Saint-Jacques-des-Arrêts
SAINT JACUT DU MENE,22330,22046,48.28370,-2.51440,0,22,Saint-Jacut-du-Mené
SAINT JEAN D ARDIERES,69220,69019,46.11450,4.72910,0,69,Saint-Jean-d'Ardières
SAINT JEAN D EYRAUD,24140,24259,44.93550,0.48360,0,24,Saint-Jean-d'Eyraud
SAINT JEAN DE BELLEVILLE,73600,73257,45.36280,6.50600,0,73,Saint-Jean-de-Belleville
SAINT JEAN DE BEUGNE,85210,85223,46.55190,-1.08810,0,85,Saint-Jean-de-Beugné
SAINT JEAN DE LA FORET,61340,61309,48.35850,0.69580,0,61,Saint-Jean-de-la-Forêt
SAINT JEAN DE LINIERES,49170,49298,47.46090,-0.70690,0,49,Saint-Jean-de-Linières
SAINT JEAN DE POURCHARESSE,07140,07284,44.47850,4.09710,0,07,Saint-Jean-de-Pourcharesse
SAINT JEAN DE TOUSLAS,69700,69179,45.58980,4.70410,0,69,Saint-Jean-de-Touslas
SAINT JEAN DES BAISANTS,50810,50492,49.09340,-0.95510,0,50,Saint-Jean-des-Baisants
SAINT JEAN DES BOIS,61800,61486,48.72830,-0.73370,0,61,Saint-Jean-des-Bois
SAINT JEAN DES ESSARTIERS,14350,14672,49.05720,-0.82950,0,14,Saint-Jean-des-Essartiers
SAINT JEAN DES MAUVRETS,49610,49167,47.38510,-0.47270,0,49,Saint-Jean-des-Mauvrets
SAINT JEAN DU CORAIL,50140,50359,48.60770,-0.92590,0,50,Saint-Jean-du-Corail
SAINT JEAN LE PRICHE,71000,71270,46.32650,4.80830,0,71,Saint-Jean-le-Priche
SAINT JEAN SUR COUESNON,35140,35282,48.28780,-1.34210,0,35,Saint-Jean-sur-Couesnon
SAINT JEAN SUR ERVE,53270,53228,48.04800,-0.36080,0,53,Saint-Jean-sur-Erve
SAINT JORES,50250,50273,49.30530,-1.44170,0,50,Saint-Jores
SAINT JOUIN DE MARNES,79600,79196,46.90830,-0.09850,0,79,Saint-Jouin-de-Marnes
SAINT JOUIN DE MILLY,79380,79179,46.70970,-0.59270,0,79,Saint-Jouin-de-Milly
SAINT JULIEN D ARPAON,48400,48166,44.28340,3.64430,0,48,Saint-Julien-d'Arpaon
SAINT JULIEN D EYMET,24500,24423,44.71610,0.39730,0,24,Saint-Julien-d'Eymet
SAINT JULIEN DE BOURDEILLES,24530,24064,45.37560,0.65960,0,24,Saint-Julien-de-Bourdeilles
SAINT JULIEN DE CREMPSE,24140,24259,44.93550,0.48360,0,24,Saint-Julien-de-Crempse
SAINT JULIEN DE MAILLOC,14290,14570,49.06140,0.33360,0,14,Saint-Julien-de-Mailloc
SAINT JULIEN DU TOURNEL,48250,48027,44.50990,3.74900,0,48,Saint-Julien-du-Tournel
SAINT JULIEN LA VETRE,42440,42245,45.81870,3.84480,0,42,Saint-Julien-la-Vêtre
SAINT JULIEN LABROUSSE,07160,07165,44.92000,4.49680,0,07,Saint-Julien-Labrousse
SAINT JULIEN LE FAUCON,14370,14431,49.08600,-0.01690,0,14,Saint-Julien-le-Faucon
SAINT JUST DE BELENGARD,11240,11128,43.09870,2.01680,0,11,Saint-Just-de-Bélengard
SAINT JUST SUR LOIRE,42170,42279,45.49190,4.24640,0,42,Saint-Just-sur-Loire
SAINT LAMBERT DES LEVEES,49400,49328,47.26450,-0.08370,0,49,Saint-Lambert-des-Levées
SAINT LAMBERT DU LATTAY,49750,49292,47.31350,-0.65290,0,49,Saint-Lambert-du-Lattay
SAINT LAUNEUC,22230,22147,48.19610,-2.39460,0,22,Saint-Launeuc
SAINT LAURENT D OINGT,69620,69024,45.93860,4.56680,0,69,Saint-Laurent-d'Oingt
SAINT LAURENT DE LA PLAINE,49620,49244,47.34350,-0.93510,0,49,Saint-Laurent-de-la-Plaine
SAINT LAURENT DE TREVES,48400,48166,44.28340,3.64430,0,48,Saint-Laurent-de-Trèves
SAINT LAURENT DES AUTELS,49530,49126,47.30420,-1.21350,0,49,Saint-Laurent-des-Autels
SAINT LAURENT DES BATONS,24510,24362,44.97310,0.77330,0,24,Saint-Laurent-des-Bâtons
SAINT LAURENT DES MORTIERS,53290,53029,47.79180,-0.56330,0,53,Saint-Laurent-des-Mortiers
SAINT LAURENT DU MOTTAY,49620,49244,47.34350,-0.93510,0,49,Saint-Laurent-du-Mottay
SAINT LAURENT LOLMIE,46800,46262,44.31250,1.26840,0,46,Saint-Laurent-Lolmie
SAINT LAURENT ROCHEFORT,42130,42084,45.77750,3.91860,0,42,Saint-Laurent-Rochefort
SAINT LAURENT SUR MANOIRE,24750,24053,45.13850,0.78780,0,24,Saint-Laurent-sur-Manoire
SAINT LEGER DE LA MARTINIERE,79500,79174,46.20820,-0.14400,0,79,Saint-Léger-de-la-Martinière
SAINT LEGER DES BOIS,49170,49298,47.46090,-0.70690,0,49,Saint-Léger-des-Bois
SAINT LEZIN,49750,49092,47.22110,-0.69640,0,49,Saint-Lézin
SAINT LIEUX LAFENASSE,81120,81233,43.80810,2.26930,0,81,Saint-Lieux-Lafenasse
SAINT LO D OURVILLE,50580,50412,49.34030,-1.68880,0,50,Saint-Lô-d'Ourville
SAINT LOUP DE FRIBOIS,14340,14527,49.11840,-0.01920,0,14,Saint-Loup-de-Fribois
SAINT LOYER DES CHAMPS,61570,61375,48.67650,0.00840,0,61,Saint-Loyer-des-Champs
SAINT LUPICIN,39170,39491,46.41330,5.79850,0,39,Saint-Lupicin
SAINT M HERVON,35360,35184,48.20750,-2.06180,0,35,Saint-M'Hervon
SAINT MACAIRE EN MAUGES,49710,49301,47.08780,-1.09680,0,49,Saint-Macaire-en-Mauges
SAINT MACOUX,86400,86247,46.14230,0.22830,0,86,Saint-Macoux
SAINT MAMERT,69860,69135,46.23790,4.56310,0,69,Saint-Mamert
SAINT MANVIEU BOCAGE,14380,14658,48.82970,-1.02800,0,14,Saint-Manvieu-Bocage
SAINT MARC SUR COUESNON,35140,35282,48.28780,-1.34210,0,35,Saint-Marc-sur-Couesnon
SAINT MARS DE LOCQUENAY,72440,72382,47.94090,0.49290,0,72,Saint-Mars-de-Locquenay
SAINT MARS LA JAILLE,44540,44180,47.53490,-1.14140,0,44,Saint-Mars-la-Jaille
SAINT MARSAULT,79380,79123,46.76270,-0.64660,0,79,Saint-Marsault
SAINT MARTIN BELLEVUE,74570,74282,46.00570,6.22750,0,74,Saint-Martin-Bellevue
SAINT MARTIN D ARCE,49150,49018,47.55980,-0.11430,0,49,Saint-Martin-d'Arcé
SAINT MARTIN DE BELLEVILLE,73600,73257,45.36280,6.50600,0,73,Saint-Martin-de-Belleville
SAINT MARTIN DE CONNEE,53160,53249,48.21690,-0.21440,0,53,Saint-Martin-de-Connée
SAINT MARTIN DE FONTENAY,14320,14408,49.10790,-0.35900,0,14,Saint-Martin-de-Fontenay
SAINT MARTIN DE LA PLACE,49350,49261,47.34240,-0.23520,0,49,Saint-Martin-de-la-Place
SAINT MARTIN DE LAMPS,36110,36093,46.97440,1.59190,0,36,Saint-Martin-de-Lamps
SAINT MARTIN DE LANDELLES,50730,50484,48.56800,-1.13870,0,50,Saint-Martin-de-Landelles
SAINT MARTIN DE SALLEN,14220,14689,48.98710,-0.52220,0,14,Saint-Martin-de-Sallen
SAINT MARTIN DE VERS,46360,46252,44.58740,1.56610,0,46,Saint-Martin-de-Vers
SAINT MARTIN DES BESACES,14350,14061,48.96160,-0.84000,0,14,Saint-Martin-des-Besaces
SAINT MARTIN DON,14350,14061,48.96160,-0.84000,0,14,Saint-Martin-Don
SAINT MARTIN DU MESNIL OURY,14290,14371,49.00140,0.22310,0,14,Saint-Martin-du-Mesnil-Oury
SAINT MARTIN EN CAMPAGNE,76910,76618,49.96120,1.23430,0,76,Saint-Martin-en-Campagne
SAINT MARTIN LE HEBERT,50260,50082,49.46210,-1.66280,0,50,Saint-Martin-le-Hébert
SAINT MARTIN LES MELLE,79500,79174,46.20820,-0.14400,0,79,Saint-Martin-lès-Melle
SAINT MARTIN SEPERT,19210,19248,45.44640,1.49250,0,19,Saint-Martin-Sepert
SAINT MARTIN SUR LA RENNE,52330,52031,48.12690,4.97600,0,52,Saint-Martin-sur-la-Renne
SAINT MARTIN SUR OREUSE,89260,89414,48.29860,3.38310,0,89,Saint-Martin-sur-Oreuse
SAINT MARTIN SUR OUANNE,89120,89086,47.87860,3.10730,0,89,Saint-Martin-sur-Ouanne
SAINT MATHURIN SUR LOIRE,49800,49307,47.46950,-0.37340,0,49,Saint-Mathurin-sur-Loire
SAINT MATRE,46800,46033,44.41400,1.13540,0,46,Saint-Matré
SAINT MAURICE DE ROTHERENS,73240,73236,45.61020,5.67030,0,73,Saint-Maurice-de-Rotherens
SAINT MAURICE DU DESERT,61600,61463,48.61290,-0.42590,0,61,Saint-Maurice-du-Désert
SAINT MAURICE LA FOUGEREUSE,79150,79280,47.03430,-0.52810,0,79,Saint-Maurice-la-Fougereuse
SAINT MAURICE LES CHARENCEY,61190,61429,48.63940,0.75970,0,61,Saint-Maurice-lès-Charencey
SAINT MAURICE SUR DARGOIRE,69440,69228,45.58530,4.61870,0,69,Saint-Maurice-sur-Dargoire
SAINT MEME LE TENU,44270,44087,47.00570,-1.80630,0,44,Saint-Même-le-Tenu
SAINT MICHEL DE FEINS,53290,53029,47.79180,-0.56330,0,53,Saint-Michel-de-Feins
SAINT MICHEL DE LA PIERRE,50490,50550,49.13420,-1.41170,0,50,Saint-Michel-de-la-Pierre
SAINT MICHEL DE LIVET,14290,14371,49.00140,0.22310,0,14,Saint-Michel-de-Livet
SAINT MICHEL DE RIVIERE,24490,24354,45.12920,0.04940,0,24,Saint-Michel-de-Rivière
SAINT MICHEL DES ANDAINES,61600,61483,48.56960,-0.41740,0,61,Saint-Michel-des-Andaines
SAINT MICHEL ET CHANVEAUX,49520,49248,47.72320,-1.10860,0,49,Saint-Michel-et-Chanveaux
SAINT MICHEL L ECLUSE ET LEPARON,24490,24354,45.12920,0.04940,0,24,Saint-Michel-l'Écluse-et-Léparon
SAINT MICHEL MONT MERCURE,85700,85090,46.84050,-0.85110,0,85,Saint-Michel-Mont-Mercure
SAINT NICOLAS COURBEFY,87230,87027,45.60830,1.05000,0,87,Saint-Nicolas-Courbefy
SAINT NICOLAS D ATTEZ,27160,27578,48.80280,0.97430,0,27,Saint-Nicolas-d'Attez
SAINT NICOLAS DE BLIQUETUIT,76940,76401,49.46540,0.74920,0,76,Saint-Nicolas-de-Bliquetuit
SAINT NICOLAS DES LAITIERS,61550,61167,48.84360,0.49510,0,61,Saint-Nicolas-des-Laitiers
SAINT OUEN D ATTEZ,27160,27578,48.80280,0.97430,0,27,Saint-Ouen-d'Attez
SAINT OUEN DE LA COUR,61400,61196,48.38410,0.50390,0,61,Saint-Ouen-de-la-Cour
SAINT OUEN DES BESACES,14350,14061,48.96160,-0.84000,0,14,Saint-Ouen-des-Besaces
SAINT OUEN DES CHAMPS,27680,27263,49.39090,0.55530,0,27,Saint-Ouen-des-Champs
SAINT OUEN DES VALLONS,53150,53161,48.16360,-0.55750,0,53,Saint-Ouën-des-Vallons
SAINT OUEN LA ROUERIE,35560,35004,48.44100,-1.46500,0,35,Saint-Ouen-la-Rouërie
SAINT OUEN LE HOUX,14290,14371,49.00140,0.22310,0,14,Saint-Ouen-le-Houx
SAINT OUEN SUR MAIRE,61200,61153,48.72320,-0.13160,0,61,Saint-Ouen-sur-Maire
