nom_norm,code_postal,code_insee,lat,lon,population,dept
SAINT CHRISTOPHE DE DOUBLE,33230,33385,45.08380,0.02330,595,33
SAINT CHRISTOPHE DE VALAINS,35140,35261,48.34140,-1.44910,231,35
SAINT CHRISTOPHE DES BARDES,33330,33384,44.89730,-0.11960,386,33
SAINT CHRISTOPHE DES BOIS,35210,35260,48.22700,-1.23650,566,35
SAINT CHRISTOPHE DODINICOURT,10500,10337,48.43310,4.47570,31,10
SAINT CHRISTOPHE DU BOIS,49280,49269,47.03090,-0.97100,2828,49
SAINT CHRISTOPHE DU FOC,50340,50454,49.55610,-1.73510,409,50
SAINT CHRISTOPHE DU JAMBET,72170,72273,48.23730,0.05790,231,72
SAINT CHRISTOPHE DU LIGNERON,85670,85204,46.81420,-1.73870,2727,85
SAINT CHRISTOPHE EN BAZELLE,36210,36185,47.18530,1.71640,355,36
SAINT CHRISTOPHE EN BOUCHERIE,36400,36186,46.67860,2.11960,232,36
SAINT CHRISTOPHE EN BOURBONNAIS,03120,03223,46.16840,3.58380,442,03
SAINT CHRISTOPHE EN BRESSE,71370,71398,46.74650,4.99280,1090,71
SAINT CHRISTOPHE EN BRIONNAIS,71800,71399,46.28380,4.19410,503,71
SAINT CHRISTOPHE EN CHAMPAGNE,72540,72274,47.96240,-0.13730,218,72
SAINT CHRISTOPHE EN OISANS,38520,38375,44.93040,6.23270,99,38
SAINT CHRISTOPHE ET LE LARIS,26350,26298,45.21640,5.06990,424,26
SAINT CHRISTOPHE LE CHAUDRY,18270,18203,46.58780,2.39340,95,18
SAINT CHRISTOPHE SUR AVRE,27820,27521,48.69640,0.80660,145,27
SAINT CHRISTOPHE SUR CONDE,27450,27522,49.28630,0.60220,440,27
SAINT CHRISTOPHE SUR DOLAIZON,43370,43174,44.99060,3.82630,931,43
SAINT CHRISTOPHE SUR GUIERS,38380,38376,45.40550,5.79640,847,38
SAINT CHRISTOPHE SUR LE NAIS,37370,37213,47.62430,0.46470,1067,37
SAINT CHRISTOPHE SUR ROC,79220,79241,46.45790,-0.36110,558,79
SAINT CHRISTOPHE VALLON,12330,12215,44.47850,2.39270,1186,12
SAINT CIBARD,33570,33386,44.93930,-0.02570,188,33
SAINT CIERGE LA SERRE,07800,07221,44.79200,4.67920,243,07
SAINT CIERGE SOUS LE CHEYLARD,07160,07222,44.92480,4.45100,214,07
SAINT CIERGUES,52200,52447,47.88210,5.25900,173,52
SAINT CIERS CHAMPAGNE,17520,17316,45.45040,-0.29920,388,17
SAINT CIERS D ABZAC,33910,33387,45.03430,-0.29070,1614,33
SAINT CIERS DE CANESSE,33710,33388,45.08770,-0.60330,746,33
SAINT CIERS DU TAILLON,17240,17317,45.43200,-0.63680,581,17
SAINT CIERS SUR BONNIEURE,16230,16307,45.85900,0.24350,312,16
SAINT CIERS SUR GIRONDE,33820,33389,45.29470,-0.66480,3175,33
SAINT CIRGUE,81340,81247,43.96990,2.36750,224,81
SAINT CIRGUES,43380,43175,45.13130,3.37730,165,43
SAINT CIRGUES,46210,46255,44.73370,2.11110,324,46
SAINT CIRGUES DE JORDANNE,15590,15178,45.04480,2.60300,133,15
SAINT CIRGUES DE MALBERT,15140,15179,45.08580,2.37610,248,15
SAINT CIRGUES DE PRADES,07380,07223,44.62140,4.27290,142,07
SAINT CIRGUES EN MONTAGNE,07510,07224,44.77090,4.10120,211,07
SAINT CIRGUES LA LOUTRE,19220,19193,45.08870,2.10060,188,19
SAINT CIRICE,82340,82158,44.06080,0.83760,157,82
SAINT CIRQ,82300,82159,44.12980,1.60680,558,82
SAINT CIRQ LAPOPIE,46330,46256,44.45190,1.65280,201,46
SAINT CIRQ MADELON,46300,46257,44.78840,1.31810,153,46
SAINT CIRQ SOUILLAGUET,46300,46258,44.70490,1.44610,172,46
SAINT CIVRAN,36170,36187,46.49720,1.40690,137,36
SAINT CLAIR,07430,07225,45.27640,4.68550,1348,07
SAINT CLAIR,46300,46259,44.69400,1.39980,143,46
SAINT CLAIR,82400,82160,44.15220,0.94470,260,82
SAINT CLAIR,86330,86218,46.87800,0.05460,209,86
SAINT CLAIR DE HALOUZE,61490,61376,48.68750,-0.62290,812,61
SAINT CLAIR DE LA TOUR,38110,38377,45.57170,5.48630,3628,38
SAINT CLAIR DU RHONE,38370,38378,45.43570,4.77390,3778,38
SAINT CLAIR SUR EPTE,95770,95541,49.21100,1.70470,964,95
SAINT CLAIR SUR GALAURE,38940,38379,45.26980,5.14930,265,38
SAINT CLAIR SUR L ELLE,50680,50455,49.18710,-1.04480,959,50
SAINT CLAIR SUR LES MONTS,76190,76568,49.60230,0.78130,660,76
SAINT CLAR,32380,32370,43.89600,0.76780,1062,32
SAINT CLAR DE RIVIERE,31600,31475,43.47490,1.20800,1720,31
SAINT CLAUD,16450,16308,45.89710,0.48340,1032,16
SAINT CLAUDE,39200,39478,46.40980,5.88020,8386,39
SAINT CLAUDE,97120,97124,16.04060,-61.69530,10177,971
SAINT CLAUDE DE DIRAY,41350,41204,47.61900,1.41910,1764,41
SAINT CLEMENT,02360,02674,49.77410,4.07020,44,02
SAINT CLEMENT,03250,03224,46.05440,3.72600,284,03
SAINT CLEMENT,07310,07226,44.95020,4.26230,90,07
SAINT CLEMENT,15800,15180,44.98500,2.68360,80,15
SAINT CLEMENT,19700,19194,45.33440,1.68760,1386,19
SAINT CLEMENT,30260,30244,43.82800,4.02670,364,30
SAINT CLEMENT,54950,54472,48.54350,6.61880,848,54
SAINT CLEMENT,89100,89338,48.22340,3.31830,2849,89
SAINT CLEMENT A ARNES,08310,08378,49.29640,4.43300,112,08
SAINT CLEMENT DE LA PLACE,49370,49271,47.52640,-0.73280,2168,49
SAINT CLEMENT DE REGNAT,63310,63332,45.99990,3.29590,516,63
SAINT CLEMENT DE RIVIERE,34980,34247,43.68310,3.84470,5218,34
SAINT CLEMENT DE VALORGUE,63660,63331,45.49800,3.93350,239,63
SAINT CLEMENT DE VERS,69790,69186,46.22720,4.41570,206,69
SAINT CLEMENT DES BALEINES,17590,17318,46.23550,-1.53860,688,17
SAINT CLEMENT DES LEVEES,49350,49272,47.34950,-0.18030,1128,49
SAINT CLEMENT LES PLACES,69930,69187,45.75610,4.42070,684,69
SAINT CLEMENT RANCOUDRAY,50140,50456,48.66850,-0.89370,555,50
SAINT CLEMENT SUR DURANCE,05600,05134,44.65230,6.55400,343,05
SAINT CLEMENT SUR GUYE,71460,71400,46.61890,4.58770,140,71
SAINT CLEMENT SUR VALSONNE,69170,69188,45.92600,4.45850,900,69
SAINT CLET,22260,22283,48.66940,-3.13480,877,22
SAINT CLOUD,92210,92064,48.84400,2.20320,29855,92
SAINT COLOMB DE LAUZUN,47410,47235,44.60630,0.47410,473,47
SAINT COLOMBAN,44310,44155,47.01750,-1.55260,3500,44
SAINT COLOMBAN DES VILLARDS,73130,73230,45.25420,6.19110,143,73
SAINT COME,33430,33391,44.42490,-0.17400,319,33
SAINT COME D OLT,12500,12216,44.53270,2.81950,1449,12
SAINT COME DE FRESNE,14960,14565,49.32310,-0.60230,256,14
SAINT COME ET MARUEJOLS,30870,30245,43.83300,4.18660,798,30
SAINT CONGARD,56140,56211,47.77050,-2.32810,792,56
SAINT CONNAN,22480,22284,48.41080,-3.07860,303,22
SAINT CONNEC,22530,22285,48.18210,-2.92590,258,22
SAINT CONSTANT FOURNOULES,15600,15181,44.68930,2.26540,579,15
SAINT CONTEST,14280,14566,49.21390,-0.40010,2465,14
SAINT CORNEILLE,72460,72275,48.07850,0.34400,1510,72
SAINT COSME,68210,68293,47.68050,7.05490,75,68
SAINT COSME EN VAIRAIS,72110,72276,48.27390,0.45860,1927,72
SAINT COUAT D AUDE,11700,11337,43.21080,2.63840,387,11
SAINT COUAT DU RAZES,11300,11338,42.99640,2.11050,46,11
SAINT COULITZ,29150,29243,48.18350,-4.07090,475,29
SAINT COULOMB,35350,35263,48.68070,-1.92360,2969,35
SAINT COUTANT,16350,16310,45.99230,0.46410,206,16
SAINT COUTANT,79120,79243,46.22030,0.00470,273,79
SAINT COUTANT LE GRAND,17430,17320,45.94810,-0.78720,417,17
SAINT CREAC,32380,32371,43.91680,0.79410,86,32
SAINT CREAC,65100,65386,43.06110,-0.02010,99,65
SAINT CREPIN,05600,05136,44.72590,6.62910,718,05
SAINT CREPIN,17380,17321,45.99740,-0.74150,340,17
SAINT CREPIN AUX BOIS,60170,60569,49.44400,2.98660,189,60
SAINT CREPIN D AUBEROCHE,24330,24390,45.11880,0.89680,335,24
SAINT CREPIN ET CARLUCET,24590,24392,44.95390,1.27090,536,24
SAINT CREPIN IBOUVILLERS,60149,60570,49.26820,2.06030,1637,60
SAINT CREPIN IBOUVILLERS,60790,60570,49.26820,2.06030,1637,60
SAINT CRESPIN,76590,76570,49.77340,1.10890,306,76
SAINT CRICQ,32430,32372,43.69800,0.98840,293,32
SAINT CRICQ CHALOSSE,40700,40253,43.65610,-0.67370,614,40
SAINT CRICQ DU GAVE,40300,40254,43.52450,-1.01610,445,40
SAINT CRICQ VILLENEUVE,40190,40255,43.90350,-0.35070,472,40
SAINT CYBARDEAUX,16170,16312,45.77270,-0.02570,771,16
SAINT CYBRANET,24250,24395,44.78350,1.15950,384,24
SAINT CYPRIEN,19130,19195,45.25340,1.36380,377,19
SAINT CYPRIEN,24220,24396,44.88530,1.02700,1580,24
SAINT CYPRIEN,42160,42211,45.54140,4.23270,2415,42
SAINT CYPRIEN,66750,66171,42.62050,3.01390,12068,66
SAINT CYR,07430,07227,45.25050,4.73790,1476,07
SAINT CYR,71240,71402,46.67970,4.90310,770,71
SAINT CYR,87310,87141,45.79820,0.99090,676,87
SAINT CYR AU MONT D OR,69450,69191,45.82160,4.81620,6327,69
SAINT CYR BOCAGE,50310,50461,49.48480,-1.41550,213,50
SAINT CYR DE FAVIERES,42123,42212,45.95900,4.10180,1037,42
SAINT CYR DE SALERNE,27800,27527,49.18280,0.65090,205,27
SAINT CYR DE VALORGES,42114,42213,45.89010,4.31340,304,42
SAINT CYR DES GATS,85410,85205,46.57350,-0.86400,533,85
SAINT CYR DU BAILLEUL,50720,50462,48.56940,-0.82880,345,50
SAINT CYR DU DORET,17170,17322,46.26610,-0.82220,681,17
SAINT CYR DU GAULT,41190,41205,47.61520,1.03190,173,41
SAINT CYR EN ARTHIES,95510,95543,49.06040,1.74160,236,95
SAINT CYR EN PAIL,53140,53208,48.43690,-0.25180,500,53
SAINT CYR EN TALMONDAIS,85540,85206,46.45810,-1.32940,403,85
SAINT CYR EN VAL,45590,45272,47.81400,1.95510,3467,45
SAINT CYR L ECOLE,78210,78545,48.80640,2.06570,21268,78
SAINT CYR LA CAMPAGNE,27370,27529,49.25050,1.01920,431,27
SAINT CYR LA LANDE,79100,79244,47.04850,-0.15150,368,79
SAINT CYR LA RIVIERE,91690,91544,48.35080,2.13770,466,91
SAINT CYR LA ROCHE,19130,19196,45.27830,1.38400,450,19
SAINT CYR LA ROSIERE,61130,61379,48.31640,0.64280,231,61
SAINT CYR LE CHATOUX,69870,69192,46.03350,4.53820,154,69
SAINT CYR LE GRAVELAIS,53320,53209,48.04010,-1.00410,567,53
SAINT CYR LES CHAMPAGNES,24270,24397,45.36990,1.29260,304,24
SAINT CYR LES COLONS,89800,89341,47.72940,3.76740,446,89
SAINT CYR LES VIGNES,42210,42214,45.67800,4.29090,1096,42
SAINT CYR MONTMALIN,39600,39479,46.96080,5.72320,245,39
SAINT CYR SOUS DOURDAN,91410,91546,48.56750,2.03610,982,91
SAINT CYR SUR LE RHONE,69560,69193,45.51540,4.82420,1286,69
SAINT CYR SUR LOIRE,37540,37214,47.41880,0.65540,17029,37
SAINT CYR SUR MENTHON,01380,01343,46.27510,4.96690,1890,01
SAINT CYR SUR MER,83270,83112,43.17000,5.70550,11658,83
SAINT CYR SUR MORIN,77750,77405,48.91410,3.17460,1976,77
SAINT CYRAN DU JAMBOT,36700,36188,47.01950,1.15420,171,36
SAINT DALMAS LE SELVAGE,06660,06119,44.28100,6.84520,98,06
SAINT DENIS,11310,11339,43.35700,2.21810,523,11
SAINT DENIS,30500,30247,44.23590,4.24750,296,30
SAINT DENIS,93200,93066,48.93780,2.36570,149077,93
SAINT DENIS,93210,93066,48.93780,2.36570,149077,93
SAINT DENIS,93380,93066,48.93780,2.36570,149077,93
SAINT DENIS,97400,97411,-20.94340,55.44440,155634,974
SAINT DENIS,97417,97411,-20.94340,55.44440,155634,974
SAINT DENIS,97490,97411,-20.94340,55.44440,155634,974
SAINT DENIS CATUS,46150,46264,44.56850,1.38970,198,46
SAINT DENIS COMBARNAZAT,63310,63333,45.97470,3.35040,248,63
SAINT DENIS D ACLON,76860,76572,49.86460,0.94190,130,76
SAINT DENIS D ANJOU,53290,53210,47.79000,-0.44120,1495,53
SAINT DENIS D AUGERONS,27390,27530,48.91590,0.47280,75,27
SAINT DENIS D OLERON,17650,17323,46.02250,-1.38330,1358,17
SAINT DENIS D ORQUES,72350,72278,48.02990,-0.27340,760,72
SAINT DENIS DE CABANNE,42750,42215,46.17730,4.20470,1246,42
SAINT DENIS DE GASTINES,53500,53211,48.34490,-0.87380,1463,53
SAINT DENIS DE JOUHET,36230,36189,46.52370,1.84720,953,36
SAINT DENIS DE L HOTEL,45550,45273,47.88390,2.14960,3065,45
SAINT DENIS DE MAILLOC,14100,14571,49.09870,0.31700,296,14
SAINT DENIS DE MERE,14110,14572,48.86260,-0.50280,754,14
SAINT DENIS DE PALIN,18130,18204,46.93940,2.52140,274,18
SAINT DENIS DE PILE,33910,33393,44.98930,-0.18330,5955,33
SAINT DENIS DE VAUX,71640,71403,46.79300,4.70070,275,71
SAINT DENIS DES COUDRAIS,72110,72277,48.16390,0.50200,113,72
SAINT DENIS DES MONTS,27520,27531,49.25770,0.80390,211,27
SAINT DENIS DES MURS,87400,87142,45.78040,1.53300,545,87
SAINT DENIS DES PUITS,28240,28333,48.38120,1.16090,150,28
SAINT DENIS DU MAINE,53170,53212,47.98070,-0.52240,449,53
SAINT DENIS DU PAYRE,85580,85207,46.40850,-1.27690,434,85
SAINT DENIS EN BUGEY,01500,01345,45.94970,5.32600,2246,01
SAINT DENIS EN MARGERIDE,48700,48145,44.73770,3.47170,148,48
SAINT DENIS EN VAL,45560,45274,47.87910,1.97140,7766,45
SAINT DENIS LA CHEVASSE,85170,85208,46.83320,-1.38460,2419,85
SAINT DENIS LANNERAY,28200,28334,48.08510,1.24650,2086,28
SAINT DENIS LE FERMENT,27140,27533,49.31920,1.71680,495,27
SAINT DENIS LE GAST,50450,50463,48.94130,-1.32320,530,50
SAINT DENIS LE THIBOULT,76116,76573,49.46010,1.35450,502,76
SAINT DENIS LE VETU,50210,50464,48.99320,-1.37480,590,50
SAINT DENIS LES BOURG,01000,01344,46.20970,5.18250,6160,01
SAINT DENIS LES MARTEL,46600,46265,44.94290,1.65670,333,46
SAINT DENIS LES REBAIS,77510,77406,48.84750,3.19500,966,77
SAINT DENIS LES SENS,89100,89342,48.23210,3.26430,628,89
SAINT DENIS SUR COISE,42140,42216,45.61110,4.43030,692,42
SAINT DENIS SUR HUISNE,61400,61381,48.47060,0.53170,59,61
SAINT DENIS SUR LOIRE,41000,41206,47.63440,1.37550,904,41
SAINT DENIS SUR SARTHON,61420,61382,48.45630,-0.03460,1055,61
SAINT DENIS SUR SCIE,76890,76574,49.70220,1.08910,644,76
SAINT DENISCOURT,60380,60571,49.60770,1.86390,80,60
SAINT DENOEUX,62990,62745,50.47650,1.90990,173,62
SAINT DENOUAL,22400,22286,48.51930,-2.38110,495,22
SAINT DERRIEN,29440,29244,48.54750,-4.18480,861,29
SAINT DESERT,71390,71404,46.75690,4.71500,896,71
SAINT DESIR,14100,14574,49.14670,0.19200,1756,14
SAINT DESIRAT,07340,07228,45.25680,4.78370,891,07
SAINT DESIRE,03370,03225,46.50570,2.45210,424,03
SAINT DEZERY,30190,30248,43.99780,4.26530,457,30
SAINT DIDIER,21210,21546,47.31750,4.17220,196,21
SAINT DIDIER,35220,35264,48.09130,-1.36060,2022,35
SAINT DIDIER,39570,39480,46.71020,5.50950,277,39
SAINT DIDIER,58190,58237,47.34750,3.61980,30,58
SAINT DIDIER,84210,84108,44.01080,5.10930,2208,84
SAINT DIDIER AU MONT D OR,69370,69194,45.81590,4.80030,7435,69
SAINT DIDIER D AUSSIAT,01340,01346,46.30750,5.05360,843,01
SAINT DIDIER DE BIZONNES,38690,38380,45.45990,5.34370,341,38
SAINT DIDIER DE FORMANS,01600,01347,45.95870,4.77670,2203,01
SAINT DIDIER DE LA TOUR,38110,38381,45.54460,5.48770,2143,38
SAINT DIDIER DES BOIS,27370,27534,49.24400,1.03450,892,27
SAINT DIDIER EN BRESSE,71620,71405,46.85090,5.10560,177,71
SAINT DIDIER EN BRIONNAIS,71110,71406,46.33890,4.12530,121,71
SAINT DIDIER EN DONJON,03130,03226,46.38460,3.87010,245,03
SAINT DIDIER EN VELAY,43140,43177,45.30640,4.28580,3523,43
SAINT DIDIER LA FORET,03110,03227,46.22970,3.33720,399,03
SAINT DIDIER SOUS AUBENAS,07200,07229,44.61010,4.42020,919,07
SAINT DIDIER SUR ARROUX,71190,71407,46.83460,4.10230,232,71
SAINT DIDIER SUR BEAUJEU,69430,69196,46.14530,4.53410,603,69
SAINT DIDIER SUR CHALARONNE,01140,01348,46.18770,4.82300,2934,01
SAINT DIDIER SUR DOULON,43440,43178,45.30160,3.54590,197,43
SAINT DIE DES VOSGES,88100,88413,48.29730,6.93860,19251,88
SAINT DIER D AUVERGNE,63520,63334,45.66750,3.48030,556,63
SAINT DIERY,63320,63335,45.54150,3.02190,546,63
SAINT DIONISY,30980,30249,43.80560,4.22320,1058,30
SAINT DIVY,29800,29245,48.45240,-4.33170,1605,29
SAINT DIZANT DU BOIS,17150,17324,45.40450,-0.57070,113,17
SAINT DIZANT DU GUA,17240,17325,45.41590,-0.73510,499,17
SAINT DIZIER,52100,52448,48.63190,4.93990,22858,52
SAINT DIZIER EN DIOIS,26310,26300,44.51330,5.48470,45,26
SAINT DIZIER L EVEQUE,90100,90090,47.46830,6.96420,427,90
SAINT DIZIER LA TOUR,23130,23187,46.14210,2.15410,178,23
SAINT DIZIER LES DOMAINES,23270,23188,46.32320,2.04210,207,23
SAINT DIZIER MASBARAUD,23400,23189,46.00490,1.71490,1143,23
SAINT DOLAY,56130,56212,47.54020,-2.16950,2645,56
SAINT DOMET,23190,23190,46.05290,2.29770,160,23
SAINT DOMINEUC,35190,35265,48.36110,-1.86950,2619,35
SAINT DONAN,22800,22287,48.46330,-2.88560,1477,22
SAINT DONAT,63680,63336,45.46560,2.71050,198,63
SAINT DONAT SUR L HERBASSE,26260,26301,45.13110,4.98580,4193,26
SAINT DOS,64270,64474,43.47230,-1.02260,160,64
SAINT DOULCHARD,18230,18205,47.11160,2.35540,9647,18
SAINT DREZERY,34160,34249,43.73080,3.97640,3006,34
SAINT DYE SUR LOIRE,41500,41207,47.65120,1.49610,1153,41
SAINT EDMOND,71740,71408,46.20300,4.21040,414,71
SAINT EGREVE,38120,38382,45.23150,5.68280,17986,38
SAINT ELIE,97312,97358,4.48530,-53.11080,159,973
SAINT ELIER,27190,27535,48.98680,0.96220,399,27
SAINT ELIPH,28240,28335,48.45340,1.03810,828,28
SAINT ELIX D ASTARAC,32450,32374,43.49490,0.77210,187,32
SAINT ELIX LE CHATEAU,31430,31476,43.28260,1.13800,933,31
SAINT ELIX SEGLAN,31420,31477,43.19570,0.84980,51,31
SAINT ELIX THEUX,32300,32375,43.42850,0.46840,85,32
SAINT ELLIER DU MAINE,53220,53213,48.40370,-1.04080,508,53
SAINT ELLIER LES BOIS,61320,61384,48.52630,-0.10080,254,61
SAINT ELOI,01800,01349,45.93430,5.15070,525,01
SAINT ELOI,23000,23191,46.08110,1.81950,175,23
SAINT ELOI,58000,58238,46.98650,3.22700,2296,58
SAINT ELOI DE FOURQUES,27800,27536,49.23570,0.80270,537,27
SAINT ELOY,29460,29246,48.36530,-4.11380,220,29
SAINT ELOY D ALLIER,03370,03228,46.49840,2.36050,58,03
SAINT ELOY DE GY,18110,18206,47.16710,2.32730,1581,18
SAINT ELOY LA GLACIERE,63890,63337,45.56070,3.56350,63,63
SAINT ELOY LES MINES,63700,63338,46.16200,2.84390,3480,63
SAINT ELOY LES TUILERIES,19210,19198,45.45710,1.28090,114,19
SAINT EMAN,28120,28336,48.32760,1.20280,94,28
SAINT EMILAND,71490,71409,46.89580,4.47400,317,71
SAINT EMILION,33330,33394,44.89470,-0.17150,1608,33
SAINT ENNEMOND,03400,03229,46.68210,3.40250,626,03
SAINT EPAIN,37800,37216,47.15050,0.57730,1471,37
SAINT EPVRE,57580,57609,48.97030,6.43020,177,57
SAINT ERBLON,35230,35266,48.02000,-1.64650,3651,35
SAINT ERBLON,53390,53214,47.78760,-1.15780,153,53
SAINT ERME OUTRE ET RAMECOURT,02820,02676,49.52190,3.85640,1697,02
SAINT ESCOBILLE,91410,91547,48.42230,1.96050,454,91
SAINT ESPRIT,97270,97223,14.56170,-60.92330,10322,972
SAINT ESTEBEN,64640,64476,43.32490,-1.21910,442,64
SAINT ESTEPHE,24360,24398,45.60630,0.65780,583,24
SAINT ESTEPHE,33180,33395,45.25440,-0.77590,1638,33
SAINT ESTEVE,66240,66172,42.71540,2.84450,11630,66
SAINT ESTEVE JANSON,13610,13093,43.69260,5.38910,357,13
SAINT ETIENNE,42000,42218,45.42410,4.36650,173136,42
SAINT ETIENNE,42100,42218,45.42410,4.36650,173136,42
SAINT ETIENNE,42230,42218,45.42410,4.36650,173136,42
SAINT ETIENNE A ARNES,08310,08379,49.30720,4.51110,245,08
SAINT ETIENNE AU MONT,62360,62746,50.66560,1.60670,5029,62
SAINT ETIENNE AU TEMPLE,51460,51476,49.02060,4.42300,768,51
SAINT ETIENNE AUX CLOS,19200,19199,45.57030,2.44800,246,19
SAINT ETIENNE CANTALES,15150,15182,44.94550,2.24310,127,15
SAINT ETIENNE D ALBAGNAN,34390,34250,43.53420,2.86340,302,34
SAINT ETIENNE D ORTHE,40300,40256,43.59020,-1.19030,740,40
SAINT ETIENNE DE BAIGORRY,64430,64477,43.17920,-1.35430,1527,64
SAINT ETIENNE DE BOULOGNE,07200,07230,44.70150,4.47090,399,07
SAINT ETIENNE DE BRILLOUET,85210,85209,46.51450,-1.00980,616,85
SAINT ETIENNE DE CARLAT,15130,15183,44.91260,2.58480,119,15
SAINT ETIENNE DE CHIGNY,37230,37217,47.39330,0.50020,1579,37
SAINT ETIENNE DE CHOMEIL,15400,15185,45.34380,2.61980,241,15
SAINT ETIENNE DE CROSSEY,38960,38383,45.37970,5.63440,2619,38
SAINT ETIENNE DE CUINES,73130,73231,45.34710,6.24690,1186,73
SAINT ETIENNE DE FONTBELLON,07200,07231,44.59620,4.37800,2920,07
SAINT ETIENNE DE FOUGERES,47380,47239,44.41250,0.55700,855,47
SAINT ETIENNE DE GOURGAS,34700,34251,43.78690,3.38690,517,34
SAINT ETIENNE DE L OLM,30360,30250,44.06190,4.18290,379,30
SAINT ETIENNE DE LISSE,33330,33396,44.88200,-0.09240,180,33
SAINT ETIENNE DE LUGDARES,07590,07232,44.64680,3.97400,406,07
SAINT ETIENNE DE MAURS,15600,15184,44.72070,2.24050,763,15
SAINT ETIENNE DE MER MORTE,44270,44157,46.94640,-1.71720,1782,44
SAINT ETIENNE DE MONTLUC,44360,44158,47.26940,-1.79020,7780,44
SAINT ETIENNE DE PUYCORBIER,24400,24399,45.09430,0.32500,111,24
SAINT ETIENNE DE SAINT GEOIRS,38590,38384,45.34680,5.35040,3425,38
SAINT ETIENNE DE SERRE,07190,07233,44.80260,4.52160,230,07
SAINT ETIENNE DE TINEE,06660,06120,44.25970,6.92520,1289,06
SAINT ETIENNE DE TULMONT,82410,82161,44.04800,1.45750,4051,82
SAINT ETIENNE DE VALOUX,07340,07234,45.24090,4.77540,263,07
SAINT ETIENNE DE VICQ,03300,03230,46.16960,3.53840,523,03
SAINT ETIENNE DE VILLEREAL,47210,47240,44.61240,0.76240,261,47
SAINT ETIENNE DES CHAMPS,63380,63339,45.81610,2.57350,125,63
SAINT ETIENNE DES GUERETS,41190,41208,47.59640,1.05860,115,41
SAINT ETIENNE DES OULLIERES,69460,69197,46.06450,4.65570,2264,69
SAINT ETIENNE DES SORTS,30200,30251,44.18000,4.69990,545,30
SAINT ETIENNE DU BOIS,01370,01350,46.27550,5.27930,2584,01
SAINT ETIENNE DU BOIS,85670,85210,46.83980,-1.58820,2311,85
SAINT ETIENNE DU GRES,13103,13094,43.78700,4.73520,2489,13
SAINT ETIENNE DU GUE DE L ISLE,22210,22288,48.08160,-2.63980,372,22
SAINT ETIENNE DU ROUVRAY,76800,76575,49.38330,1.09090,29518,76
SAINT ETIENNE DU VALDONNEZ,48000,48147,44.44490,3.58110,644,48
SAINT ETIENNE DU VAUVRAY,27430,27537,49.24160,1.21750,896,27
SAINT ETIENNE DU VIGAN,43420,43180,44.79050,3.83830,95,43
SAINT ETIENNE EN BRESSE,71370,71410,46.70680,5.06600,825,71
SAINT ETIENNE ESTRECHOUX,34260,34252,43.66080,3.10480,259,34
SAINT ETIENNE L ALLIER,27450,27538,49.26380,0.55810,516,27
SAINT ETIENNE LA GENESTE,19160,19200,45.45110,2.34730,87,19
SAINT ETIENNE LA THILLAYE,14950,14575,49.29510,0.11690,386,14
SAINT ETIENNE LA VARENNE,69460,69198,46.07650,4.61880,784,69
SAINT ETIENNE LARDEYROL,43260,43181,45.08600,4.00180,771,43
SAINT ETIENNE LE LAUS,05130,05140,44.50750,6.16160,346,05
SAINT ETIENNE LE MOLARD,42130,42219,45.74300,4.09970,1033,42
SAINT ETIENNE LES ORGUES,04230,04178,44.06480,5.77980,1286,04
SAINT ETIENNE LES REMIREMONT,88200,88415,48.03060,6.63110,3818,88
SAINT ETIENNE ROILAYE,60350,60572,49.35850,3.00790,301,60
SAINT ETIENNE SOUS BAILLEUL,27920,27539,49.11610,1.40420,381,27
SAINT ETIENNE SOUS BARBUISE,10700,10338,48.48810,4.11130,173,10
SAINT ETIENNE SUR BLESLE,43450,43182,45.30640,3.12430,53,43
SAINT ETIENNE SUR CHALARONNE,01140,01351,46.14510,4.86940,1637,01
SAINT ETIENNE SUR REYSSOUZE,01190,01352,46.39980,5.00310,572,01
SAINT ETIENNE SUR SUIPPE,51110,51477,49.38120,4.10110,356,51
SAINT ETIENNE SUR USSON,63580,63340,45.51020,3.40270,268,63
SAINT ETIENNE VALLEE FRANCAISE,48330,48148,44.17360,3.84920,493,48
SAINT EUGENE,02330,02677,49.01550,3.51730,232,02
SAINT EUGENE,17520,17326,45.49820,-0.27220,288,17
SAINT EUGENE,71320,71411,46.73510,4.22380,150,71
SAINT EULIEN,52100,51478,48.68410,4.87890,413,51
SAINT EUPHRAISE ET CLAIRIZET,51390,51479,49.21300,3.88660,244,51
SAINT EUPHRONE,21140,21547,47.46760,4.39100,225,21
SAINT EUSEBE,71210,71412,46.72420,4.45550,1147,71
SAINT EUSEBE,74150,74231,45.92640,5.96150,633,74
SAINT EUSTACHE,74410,74232,45.79520,6.14390,496,74
SAINT EUSTACHE LA FORET,76210,76576,49.55350,0.44940,1194,76
SAINT EUTROPE DE BORN,47210,47241,44.57920,0.70780,690,47
SAINT EVARZEC,29170,29247,47.95560,-4.01240,3574,29
SAINT EVROULT DE MONTFORT,61230,61385,48.81390,0.31340,370,61
SAINT EVROULT NOTRE DAME DU BOIS,61550,61386,48.78290,0.44570,440,61
SAINT EXUPERY,33190,33398,44.63360,-0.10090,168,33
SAINT EXUPERY LES ROCHES,19200,19201,45.50860,2.37540,591,19
SAINT FARGEAU,89170,89344,47.64810,3.08140,1439,89
SAINT FARGEAU PONTHIERRY,77310,77407,48.54100,2.52910,15724,77
