nom_norm,code_postal,code_insee,lat,lon,population,dept
AAST,64460,64001,43.29220,-0.08290,202,64
ABAINVILLE,55130,55001,48.53100,5.52360,280,55
ABANCOURT,59268,59001,50.23670,3.20870,441,59
ABANCOURT,60220,60001,49.69560,1.77020,569,60
ABAUCOURT,54610,54001,48.89030,6.26550,330,54
ABAUCOURT HAUTECOURT,55400,55002,49.19980,5.54690,101,55
ABBANS DESSOUS,25320,25001,47.13450,5.87100,250,25
ABBANS DESSUS,25440,25002,47.12670,5.88770,282,25
ABBARETZ,44170,44001,47.55460,-1.49290,2073,44
ABBECOURT,02300,02001,49.59970,3.18240,518,02
ABBECOURT,60430,60002,49.35970,2.15610,879,60
ABBENANS,25340,25003,47.49570,6.44940,321,25
ABBEVILLE,80100,80001,50.11010,1.83190,22395,80
ABBEVILLE LA RIVIERE,91150,91001,48.33690,2.19700,322,91
ABBEVILLE LES CONFLANS,54800,54002,49.20050,5.84640,240,54
ABBEVILLE SAINT LUCIEN,60480,60003,49.52010,2.16700,499,60
ABBEVILLERS,25310,25004,47.42630,6.91950,1071,25
ABEILHAN,34290,34001,43.46000,3.30260,1850,34
ABELCOURT,70300,70001,47.79470,6.27890,333,70
ABERE,64160,64002,43.38860,-0.17400,156,64
ABERGEMENT LA RONCE,39500,39001,47.06530,5.37780,827,39
ABERGEMENT LE GRAND,39600,39002,46.91410,5.67850,61,39
ABERGEMENT LE PETIT,39800,39003,46.90640,5.69730,46,39
ABERGEMENT LES THESY,39110,39004,46.91090,5.94470,46,39
ABIDOS,64150,64003,43.39370,-0.62710,222,64
ABILLY,37160,37001,46.93900,0.74060,1116,37
ABITAIN,64390,64004,43.41750,-0.99840,120,64
ABJAT SUR BANDIAT,24300,24001,45.58250,0.76550,639,24
ABLAIN SAINT NAZAIRE,62153,62001,50.39890,2.69830,1994,62
ABLAINCOURT PRESSOIR,80320,80002,49.84120,2.82660,263,80
ABLAINZEVELLE,62116,62002,50.15320,2.73950,208,62
ABLANCOURT,51240,51001,48.81030,4.53100,168,51
ABLEIGES,95450,95002,49.08730,1.97300,1108,95
ABLIS,78660,78003,48.52920,1.85650,3913,78
ABLON,14600,14001,49.40070,0.28060,1166,14
ABLON SUR SEINE,94480,94001,48.72360,2.42290,5988,94
ABOEN,42380,42001,45.40970,4.12700,481,42
ABONCOURT,54115,54003,48.36050,5.98750,91,54
ABONCOURT,57920,57001,49.25440,6.35580,320,57
ABONCOURT GESINCOURT,70500,70002,47.76770,5.97430,216,70
ABONCOURT SUR SEILLE,57590,57002,48.81860,6.35760,67,57
ABONDANCE,74360,74001,46.25260,6.73340,1583,74
ABONDANT,28410,28001,48.79830,1.42360,2434,28
ABOS,64360,64005,43.35480,-0.54930,526,64
ABRESCHVILLER,57560,57003,48.60320,7.14510,1428,57
ABREST,03200,03001,46.09620,3.45140,2915,03
ABRIES RISTOLAS,05460,05001,44.77170,6.97170,374,05
ABSCON,59215,59002,50.32930,3.29930,4108,59
ABZAC,16500,16001,46.09990,0.71740,518,16
ABZAC,33230,33001,45.01230,-0.12810,2048,33
ACCOLANS,25250,25005,47.49080,6.53530,87,25
ACCONS,07160,07001,44.89160,4.39440,361,07
ACCOUS,64490,64006,42.92160,-0.59930,471,64
ACHAIN,57340,57004,48.91710,6.58940,76,57
ACHEN,57412,57006,49.04830,7.18330,963,57
ACHENHEIM,67204,67001,48.58180,7.62910,2637,67
ACHERES,18250,18001,47.28280,2.46010,326,18
ACHERES,78260,78005,48.98170,2.10950,22241,78
ACHERES LA FORET,77760,77001,48.34760,2.56530,1191,77
ACHERY,02800,02002,49.69350,3.39740,584,02
ACHEUX EN AMIENOIS,80560,80003,50.07160,2.53190,590,80
ACHEUX EN VIMEU,80210,80004,50.06680,1.66880,501,80
ACHEVILLE,62320,62003,50.38470,2.88150,576,62
ACHEY,70180,70003,47.57400,5.60750,71,70
ACHICOURT,62217,62004,50.27230,2.75720,7873,62
ACHIET LE GRAND,62121,62005,50.13060,2.77850,974,62
ACHIET LE PETIT,62121,62006,50.12850,2.75680,320,62
ACHUN,58110,58001,47.13170,3.66050,160,58
ACHY,60690,60004,49.56240,1.97010,408,60
ACIGNE,35690,35001,48.14610,-1.51890,6874,35
ACLOU,27800,27001,49.16750,0.69390,337,27
ACON,27570,27002,48.76810,1.10500,478,27
ACOUA,97630,97601,-12.72490,45.06780,5192,976
ACQ,62144,62007,50.35020,2.65400,783,62
ACQUIGNY,27400,27003,49.16160,1.17450,1733,27
ACQUIN WESTBECOURT,62380,62008,50.73330,2.07630,802,62
ACY,02200,02003,49.34760,3.41880,1004,02
ACY EN MULTIEN,60620,60005,49.11010,2.95370,821,60
ACY ROMANCE,08300,08001,49.49150,4.32690,479,08
ADAINCOURT,57580,57007,49.00640,6.44450,135,57
ADAINVILLE,78113,78006,48.72060,1.66290,673,78
ADAM LES PASSAVANT,25360,25006,47.30490,6.36920,88,25
ADAM LES VERCEL,25530,25007,47.16460,6.39040,105,25
ADAMSWILLER,67320,67002,48.90680,7.20170,407,67
ADAST,65260,65001,42.97620,-0.07690,299,65
ADE,65100,65002,43.14430,-0.02750,856,65
ADELANGE,57380,57008,49.00770,6.60770,222,57
ADELANS ET LE VAL DE BITHAINE,70200,70004,47.70770,6.39920,311,70
ADERVIELLE POUCHERGUES,65240,65003,42.79730,0.38940,142,65
ADILLY,79200,79002,46.70110,-0.31880,310,79
ADINFER,62116,62009,50.19130,2.70730,287,62
ADISSAN,34230,34002,43.53580,3.42540,1371,34
ADON,45230,45001,47.75870,2.79250,188,45
ADRIERS,86430,86001,46.26210,0.78840,698,86
AFA,20167,2A001,41.98100,8.79750,3350,2A
AFFIEUX,19260,19001,45.51110,1.76190,385,19
AFFLEVILLE,54800,54004,49.26270,5.75790,172,54
AFFOUX,69170,69001,45.84480,4.41160,398,69
AFFRACOURT,54740,54005,48.46020,6.16550,113,54
AFFRINGUES,62380,62010,50.69010,2.06920,254,62
AGASSAC,31230,31001,43.37400,0.88660,115,31
AGDE,34300,34003,43.30840,3.48380,29939,34
AGEL,34210,34004,43.34980,2.85440,240,34
AGEN,47000,47001,44.20100,0.63020,32801,47
AGEN D AVEYRON,12630,12001,44.35090,2.69150,1116,12
AGENCOURT,21700,21001,47.12560,4.98830,416,21
AGENVILLE,80370,80005,50.17140,2.10780,83,80
AGENVILLERS,80150,80006,50.17920,1.92100,215,80
AGEVILLE,52340,52001,48.11020,5.33760,290,52
AGEY,21410,21002,47.28840,4.76060,265,21
AGHIONE,20270,2B002,42.09340,9.40640,258,2B
AGINCOURT,54770,54006,48.72940,6.23510,424,54
AGME,47350,47002,44.48940,0.34120,108,47
AGNAC,47800,47003,44.64060,0.37880,482,47
AGNAT,43100,43001,45.34350,3.45420,170,43
AGNEAUX,50180,50002,49.11530,-1.12720,4286,50
AGNETZ,60600,60007,49.39440,2.37840,3058,60
AGNEZ LES DUISANS,62161,62011,50.30700,2.64610,621,62
AGNICOURT ET SECHELLES,02340,02004,49.71720,3.96370,189,02
AGNIERES,62690,62012,50.35070,2.60980,255,62
AGNIN,38150,38003,45.33470,4.85980,1245,38
AGNOS,64400,64007,43.15560,-0.63590,1044,64
AGNY,62217,62013,50.25190,2.76000,1871,62
AGON COUTAINVILLE,50230,50003,49.02980,-1.58070,3020,50
AGONAC,24460,24002,45.27850,0.74150,1765,24
AGONES,34190,34005,43.89900,3.72410,319,34
AGONGES,03210,03002,46.62380,3.14900,300,03
AGOS VIDALOS,65400,65004,43.03830,-0.07320,391,65
AGRIS,16110,16003,45.77530,0.33050,891,16
AGUDELLE,17500,17002,45.38360,-0.46940,131,17
AGUESSAC,12520,12002,44.15840,3.06690,929,12
AGUILCOURT,02190,02005,49.39530,3.96630,417,02
AGUTS,81470,81001,43.53330,1.92710,238,81
AGY,14400,14003,49.23720,-0.77930,320,14
AHAXE ALCIETTE BASCASSAN,64220,64008,43.14100,-1.15710,261,64
AHETZE,64210,64009,43.40590,-1.56580,2104,64
AHEVILLE,88500,88002,48.28360,6.20070,67,88
AHUILLE,53940,53001,48.02210,-0.88030,1852,53
AHUN,23150,23001,46.09170,2.02410,1394,23
AHUY,21121,21003,47.36960,5.01790,1718,21
AIBES,59149,59003,50.23280,4.09150,350,59
AIBRE,25750,25008,47.55320,6.69950,434,25
AICIRITS CAMOU SUHAST,64120,64010,43.35450,-1.01410,699,64
AIFFRES,79230,79003,46.28310,-0.41470,5419,79
AIGALIERS,30700,30001,44.07030,4.30920,540,30
AIGLEMONT,08090,08003,49.79090,4.76790,1692,08
AIGLEPIERRE,39110,39006,46.95500,5.80960,412,39
AIGLEVILLE,27120,27004,49.00530,1.42400,414,27
AIGLUN,04510,04001,44.06320,6.14130,1399,04
AIGLUN,06910,06001,43.85520,6.93480,104,06
AIGNAN,32290,32001,43.69900,0.09100,720,32
AIGNAY LE DUC,21510,21004,47.67360,4.74820,257,21
AIGNE,34210,34006,43.32410,2.79220,301,34
AIGNE,72650,72001,48.06590,0.10560,1695,72
AIGNES,31550,31002,43.33340,1.58660,242,31
AIGNEVILLE,80210,80008,50.03560,1.61090,904,80
AIGNY,51150,51003,49.04340,4.22430,289,51
AIGONDIGNE,79370,79185,46.28440,-0.27230,4710,79
AIGRE,16140,16005,45.89960,0.02520,1594,16
AIGREFEUILLE,31280,31003,43.56840,1.58450,1369,31
AIGREFEUILLE D AUNIS,17290,17003,46.11990,-0.94910,4677,17
AIGREFEUILLE SUR MAINE,44140,44002,47.07350,-1.41210,4156,44
AIGREMONT,30350,30002,43.95940,4.11550,782,30
AIGREMONT,52400,52002,48.01360,5.72920,23,52
AIGREMONT,78240,78007,48.90270,2.01270,1075,78
AIGREMONT,89800,89002,47.71710,3.88660,69,89
AIGUEBELETTE LE LAC,73610,73001,45.54460,5.81110,255,73
AIGUEFONDE,81200,81002,43.48930,2.32640,2505,81
AIGUEPERSE,63260,63001,46.01450,3.20240,2665,63
AIGUEPERSE,69790,69002,46.28220,4.42680,235,69
AIGUES JUNTES,09240,09001,43.05020,1.47100,59,09
AIGUES MORTES,30220,30003,43.54820,4.16060,8699,30
AIGUES VIVES,09600,09002,42.99960,1.87810,625,09
AIGUES VIVES,11800,11001,43.23400,2.53590,532,11
AIGUES VIVES,30670,30004,43.73430,4.19300,3331,30
AIGUES VIVES,34210,34007,43.35030,2.82310,476,34
AIGUEZE,30760,30005,44.31240,4.51840,212,30
AIGUILHE,43000,43002,45.05280,3.88510,1498,43
AIGUILLES,05470,05003,44.78260,6.87680,369,05
AIGUILLON,47190,47004,44.29890,0.36200,3968,47
AIGUINES,83630,83002,43.73650,6.31970,274,83
AIGURANDE,36140,36001,46.45720,1.84890,1321,36
AILHON,07200,07002,44.59920,4.33640,553,07
AILLANT SUR MILLERON,45230,45002,47.79580,2.93460,373,45
AILLAS,33124,33002,44.48480,-0.06730,786,33
AILLEUX,42130,42002,45.79810,3.93630,175,42
AILLEVANS,70110,70005,47.59010,6.41780,131,70
AILLEVILLE,10200,10002,48.25620,4.69110,223,10
AILLEVILLERS ET LYAUMONT,70320,70006,47.93430,6.32960,1426,70
AILLIANVILLE,52700,52003,48.33430,5.47980,148,52
AILLIERES BEAUVOIR,72600,72002,48.40050,0.32100,200,72
AILLON LE JEUNE,73340,73004,45.60320,6.08630,430,73
AILLON LE VIEUX,73340,73005,45.65290,6.07970,221,73
AILLONCOURT,70300,70007,47.75800,6.39490,305,70
AILLY,27600,27005,49.15610,1.24460,1234,27
AILLY LE HAUT CLOCHER,80690,80009,50.07840,1.99650,1024,80
AILLY SUR NOYE,80250,80010,49.74930,2.35240,2648,80
AILLY SUR SOMME,80470,80011,49.91590,2.18510,3003,80
AIMARGUES,30470,30006,43.66670,4.20100,5705,30
AIME LA PLAGNE,73210,73006,45.56610,6.61190,4385,73
AINAY LE CHATEAU,03360,03003,46.71820,2.71570,989,03
AINAY LE VIEIL,18200,18002,46.65730,2.54130,189,18
AINCILLE,64220,64011,43.13520,-1.19650,117,64
AINCOURT,95510,95008,49.07330,1.77300,854,95
AINCREVILLE,55110,55004,49.36870,5.11470,80,55
AINGERAY,54460,54007,48.73710,6.01920,532,54
AINGEVILLE,88140,88003,48.20600,5.76590,60,88
AINGOULAINCOURT,52230,52004,48.45650,5.27800,11,52
AINHARP,64130,64012,43.25510,-0.93990,131,64
AINHICE MONGELOS,64220,64013,43.21360,-1.15790,168,64
AINHOA,64250,64014,43.29680,-1.48280,672,64
AINVELLE,70800,70008,47.84800,6.24380,149,70
AINVELLE,88320,88004,47.98660,5.82680,140,88
AIRAINES,80270,80013,49.97070,1.95110,2204,80
AIRE,08190,08004,49.46950,4.16240,251,08
AIRE SUR L ADOUR,40800,40001,43.69320,-0.25610,6211,40
AIRE SUR LA LYS,62120,62014,50.64570,2.39620,9598,62
AIREL,50680,50004,49.21540,-1.07870,515,50
AIRION,60600,60008,49.41810,2.42180,409,60
AIRON NOTRE DAME,62180,62015,50.44160,1.67110,261,62
AIRON SAINT VAAST,62180,62016,50.42620,1.66870,185,62
AIROUX,11320,11002,43.36670,1.87390,201,11
AIRVAULT,79600,79005,46.83230,-0.15320,3306,79
AISEREY,21110,21005,47.17150,5.16650,1500,21
AISEY ET RICHECOURT,70500,70009,47.88570,5.95660,100,70
AISEY SUR SEINE,21400,21006,47.74280,4.57740,160,21
AISONVILLE ET BERNOVILLE,02110,02006,49.93130,3.51210,259,02
AISSEY,25360,25009,47.27330,6.32770,168,25
AISY SOUS THIL,21390,21007,47.39200,4.27950,200,21
AISY SUR ARMANCON,89390,89004,47.65510,4.21340,232,89
AITI,20244,2B003,42.40260,9.22840,27,2B
AITON,73220,73007,45.57580,6.25430,1874,73
AIX,19200,19002,45.61600,2.39300,352,19
AIX EN ERGNY,62650,62017,50.58360,2.00110,194,62
AIX EN ISSART,62170,62018,50.48220,1.86350,264,62
AIX EN PEVELE,59310,59004,50.49770,3.30600,1338,59
AIX EN PROVENCE,13080,13001,43.53600,5.38790,149695,13
AIX EN PROVENCE,13090,13001,43.53600,5.38790,149695,13
AIX EN PROVENCE,13100,13001,43.53600,5.38790,149695,13
AIX EN PROVENCE,13290,13001,43.53600,5.38790,149695,13
AIX EN PROVENCE,13540,13001,43.53600,5.38790,149695,13
AIX LA FAYETTE,63980,63002,45.50820,3.52950,97,63
AIX LES BAINS,73100,73008,45.69430,5.90350,32406,73
AIX NOULETTE,62160,62019,50.42310,2.71250,3902,62
AIX VILLEMAUR PALIS,10160,10003,48.22660,3.72180,3236,10
AIX VILLEMAUR PALIS,10190,10003,48.22660,3.72180,3236,10
AIXE SUR VIENNE,87700,87001,45.79900,1.12450,5890,87
AIZAC,07530,07003,44.71900,4.33350,169,07
AIZANVILLE,52120,52005,48.11130,4.89540,23,52
AIZE,36150,36002,47.10480,1.70610,114,36
AIZECOURT LE BAS,80240,80014,49.98670,3.02830,69,80
AIZECOURT LE HAUT,80200,80015,49.96820,2.98360,66,80
AIZELLES,02820,02007,49.48650,3.82110,118,02
AIZENAY,85190,85003,46.73660,-1.62710,10365,85
AIZIER,27500,27006,49.43200,0.62790,158,27
AIZY JOUY,02370,02008,49.43720,3.51280,306,02
AJAC,11300,11003,43.04480,2.13730,196,11
AJACCIO,20000,2A004,41.92280,8.70580,76320,2A
AJACCIO,20090,2A004,41.92280,8.70580,76320,2A
AJACCIO,20167,2A004,41.92280,8.70580,76320,2A
AJAIN,23380,23002,46.21040,2.00020,1019,23
AJAT,24210,24004,45.16030,1.02890,307,24
AJONCOURT,57590,57009,48.84460,6.30120,102,57
AJOUX,07000,07004,44.75410,4.48720,81,07
ALAIGNE,11240,11004,43.09490,2.08870,327,11
ALAINCOURT,02240,02009,49.76810,3.36920,517,02
ALAINCOURT,70210,70010,47.94520,6.10320,97,70
ALAINCOURT LA COTE,57590,57010,48.89730,6.34330,176,57
ALAIRAC,11290,11005,43.18480,2.23870,1395,11
ALAN,31420,31005,43.21750,0.93010,292,31
ALANDO,20212,2B005,42.30830,9.28990,30,2B
ALATA,20167,2A006,41.97020,8.72940,3681,2A
ALBA LA ROMAINE,07400,07005,44.55930,4.59580,1533,07
ALBAN,81250,81003,43.88550,2.45320,964,81
ALBARET LE COMTAL,48310,48001,44.86410,3.14460,131,48
ALBARET SAINTE MARIE,48200,48002,44.88040,3.25360,559,48
ALBAS,11360,11006,43.00460,2.73280,87,11
ALBAS,46140,46001,44.46360,1.24250,529,46
ALBE,67220,67003,48.36350,7.34090,473,67
ALBEFEUILLE LAGARDE,82290,82001,44.04910,1.27180,582,82
ALBEPIERRE BREDONS,15300,15025,45.07770,2.82680,242,15
ALBERT,80300,80016,50.00350,2.65150,9521,80
ALBERTACCE,20224,2B007,42.31450,8.92770,196,2B
ALBERTVILLE,73200,73011,45.66470,6.41000,19978,73
ALBESTROFF,57670,57011,48.93000,6.87230,606,57
ALBI,81000,81004,43.92900,2.13230,51290,81
ALBIAC,31460,31006,43.55470,1.78640,231,31
ALBIAC,46500,46002,44.77000,1.81350,95,46
ALBIAS,82350,82002,44.08450,1.45080,3240,82
ALBIERES,11330,11007,42.94520,2.44700,117,11
ALBIES,09310,09004,42.75390,1.69650,123,09
ALBIEZ LE JEUNE,73300,73012,45.23990,6.35860,139,73
ALBIEZ MONTROND,73300,73013,45.18950,6.34280,350,73
ALBIGNAC,19190,19003,45.14710,1.67950,236,19
ALBIGNY SUR SAONE,69250,69003,45.86660,4.82840,3057,69
ALBINE,81240,81005,43.44780,2.52990,512,81
ALBITRECCIA,20128,2A008,41.85520,8.87440,1833,2A
ALBITRECCIA,20166,2A008,41.85520,8.87440,1833,2A
ALBON,26140,26002,45.23940,4.86540,1942,26
ALBON D ARDECHE,07190,07006,44.81680,4.41830,159,07
ALBOUSSIERE,07440,07007,44.93950,4.74490,1048,07
ALBUSSAC,19380,19004,45.13880,1.81320,725,19
ALBY SUR CHERAN,74540,74002,45.81450,6.01970,2664,74
ALCAY ALCABEHETY SUNHARETTE,64470,64015,43.08340,-0.96540,206,64
ALDUDES,64430,64016,43.09240,-1.43310,332,64
ALEMBON,62850,62020,50.78050,1.87190,624,62
ALENCON,61000,61001,48.43100,0.09230,25490,61
ALENYA,66200,66002,42.64130,2.98240,3782,66
ALERIA,20270,2B009,42.09930,9.49720,2267,2B
ALES,30100,30007,44.12500,4.09050,46125,30
ALET LES BAINS,11580,11008,42.99140,2.26180,379,11
ALETTE,62650,62021,50.52580,1.85060,365,62
ALEU,09320,09005,42.89270,1.26830,137,09
ALEX,74290,74003,45.87570,6.23340,1139,74
ALEXAIN,53240,53002,48.23270,-0.73990,610,53
ALEYRAC,26770,26003,44.49910,4.94590,50,26
ALFORTVILLE,94140,94002,48.79630,2.42140,45531,94
ALGAJOLA,20220,2B010,42.60510,8.85870,363,2B
ALGANS,81470,81006,43.60330,1.89150,223,81
ALGOLSHEIM,68600,68001,48.00430,7.55130,1112,68
ALGRANGE,57440,57012,49.36530,6.04930,5802,57
ALIEZE,39270,39007,46.58800,5.58510,149,39
ALIGNAN DU VENT,34290,34009,43.46780,3.33890,1796,34
ALINCOURT,08310,08005,49.40090,4.34500,160,08
ALINCTHUN,62142,62022,50.72550,1.81190,291,62
ALISE SAINTE REINE,21150,21008,47.53660,4.48780,564,21
ALISSAS,07210,07008,44.70890,4.61390,1519,07
ALIX,69380,69004,45.91620,4.65340,777,69
ALIXAN,26300,26004,44.98430,5.01670,2729,26
ALIZAY,27460,27008,49.32400,1.17770,1567,27
ALLAIN,54170,54008,48.54890,5.92020,490,54
ALLAINES,80200,80017,49.96400,2.93640,419,80
ALLAINVILLE,28500,28003,48.72110,1.29070,159,28
ALLAINVILLE,78660,78009,48.46730,1.90380,281,78
ALLAIRE,56350,56001,47.63120,-2.18160,3955,56
ALLAMONT,54800,54009,49.12660,5.78150,156,54
ALLAMPS,54112,54010,48.55010,5.81110,505,54
ALLAN,26780,26005,44.49680,4.80360,1980,26
ALLANCHE,15160,15001,45.22850,2.96100,773,15
ALLAND HUY ET SAUSSEUIL,08130,08006,49.51170,4.54670,272,08
ALLARMONT,88110,88005,48.46970,7.01760,214,88
ALLAS BOCAGE,17150,17005,45.38520,-0.50190,194,17
ALLAS CHAMPAGNE,17500,17006,45.47290,-0.33860,283,17
ALLAS LES MINES,24220,24006,44.82760,1.07480,203,24
ALLASSAC,19240,19005,45.25730,1.46090,4081,19
ALLAUCH,13190,13002,43.35220,5.51030,21443,13
ALLEGRE,43270,43003,45.18610,3.68770,922,43
ALLEGRE LES FUMADES,30500,30008,44.20160,4.25360,1002,30
ALLEINS,13980,13003,43.70980,5.15580,2852,13
ALLEMAGNE EN PROVENCE,04500,04004,43.79210,6.02570,544,04
ALLEMANCHE LAUNAY ET SOYER,51260,51004,48.60800,3.79320,121,51
ALLEMANS,24600,24007,45.28860,0.29510,544,24
ALLEMANS DU DROPT,47800,47005,44.62370,0.28590,490,47
ALLEMANT,02320,02010,49.46390,3.45910,163,02
ALLEMANT,51120,51005,48.76330,3.82210,166,51
ALLEMOND,38114,38005,45.17770,6.01840,971,38
ALLENAY,80130,80018,50.08590,1.49190,253,80
ALLENC,48190,48003,44.55000,3.67780,265,48
ALLENJOIE,25490,25011,47.53510,6.89510,719,25
ALLENNES LES MARAIS,59251,59005,50.54060,2.94600,3545,59
ALLEREY,21230,21009,47.19000,4.42560,174,21
ALLEREY SUR SAONE,71350,71003,46.91450,4.97090,804,71
ALLERIOT,71380,71004,46.80210,4.95320,1165,71
ALLERY,80270,80019,49.95830,1.88870,843,80
ALLES SUR DORDOGNE,24480,24005,44.86180,0.87240,380,24
ALLEUZE,15100,15002,44.95480,3.10370,224,15
ALLEVARD,38580,38006,45.37760,6.11890,3971,38
ALLEVES,74540,74004,45.75390,6.08200,397,74
ALLEX,26400,26006,44.77180,4.91570,2698,26
ALLEYRAC,43150,43004,44.89530,3.98980,117,43
ALLEYRAS,43580,43005,44.91140,3.68290,152,43
ALLEYRAT,19200,19006,45.56510,2.21970,98,19
ALLEYRAT,23200,23003,45.98620,2.15290,144,23
ALLEZ ET CAZENEUVE,47110,47006,44.37740,0.62910,609,47
ALLIANCELLES,51250,51006,48.80160,4.87440,148,51
ALLIAT,09400,09006,42.81810,1.57780,57,09
ALLIBAUDIERES,10700,10004,48.58490,4.12460,208,10
ALLICHAMPS,52130,52006,48.56400,4.88920,348,52
ALLIER,65360,65005,43.18020,0.12560,446,65
ALLIERES,09240,09007,43.03910,1.36310,76,09
ALLIGNY COSNE,58200,58002,47.44630,3.07260,926,58
ALLIGNY EN MORVAN,58230,58003,47.21020,4.16740,594,58
ALLINEUC,22460,22001,48.31470,-2.86930,589,22
ALLINGES,74200,74005,46.33620,6.46130,5019,74
ALLOGNY,18110,18004,47.23780,2.31110,1142,18
ALLOINAY,79110,79136,46.14860,-0.03500,914,79
ALLOINAY,79190,79136,46.14860,-0.03500,914,79
ALLONDANS,25550,25013,47.52380,6.75080,234,25
ALLONDAZ,73200,73014,45.71030,6.37130,298,73
ALLONDRELLE LA MALMAISON,54260,54011,49.51110,5.57050,635,54
ALLONNE,60000,60009,49.39520,2.11570,1767,60
ALLONNE,79130,79007,46.57490,-0.37830,608,79
ALLONNES,28150,28004,48.33100,1.65020,321,28
ALLONNES,49650,49002,47.30690,0.00810,2911,49
ALLONNES,72700,72003,47.95880,0.14470,10739,72
ALLONS,04170,04005,43.97690,6.59290,126,04
ALLONS,47420,47007,44.20070,-0.07220,163,47
ALLONVILLE,80260,80020,49.94050,2.36100,778,80
ALLONZIER LA CAILLE,74350,74006,45.99970,6.10090,2253,74
ALLOS,04260,04006,44.26900,6.63040,812,04
ALLOUAGNE,62157,62023,50.53500,2.50470,2823,62
ALLOUE,16490,16007,46.02480,0.52970,491,16
ALLOUIS,18500,18005,47.17920,2.23790,1036,18
ALLOUVILLE BELLEFOSSE,76190,76001,49.59560,0.66360,1153,76
ALLUY,58110,58004,47.03600,3.64170,365,58
ALLUYES,28800,28005,48.22510,1.36660,756,28
ALLY,15700,15003,45.16170,2.33410,594,15
ALLY,43380,43006,45.15000,3.31840,123,43
ALMAYRAC,81190,81008,44.10190,2.15460,293,81
ALMENECHES,61570,61002,48.69750,0.12420,638,61
ALMONT LES JUNIES,12300,12004,44.60070,2.31720,437,12
ALO,98610,98611,-14.30420,-178.07920,1875,986
ALOS,09200,09008,42.90130,1.13180,116,09
ALOS,81140,81007,44.02020,1.87590,93,81
ALOS SIBAS ABENSE,64470,64017,43.11490,-0.87720,291,64
ALOXE CORTON,21420,21010,47.06800,4.86280,125,21
ALQUINES,62850,62024,50.73430,1.99640,973,62
ALRANCE,12430,12006,44.13960,2.67560,335,12
ALSTING,57515,57013,49.17960,7.00020,2480,57
ALTAGENE,20112,2A011,41.70970,9.07370,52,2A
ALTECKENDORF,67270,67005,48.79360,7.59510,857,67
ALTENACH,68210,68002,47.60050,7.10770,372,68
ALTENHEIM,67490,67006,48.72250,7.46370,229,67
ALTHEN DES PALUDS,84210,84001,44.00550,4.95850,2960,84
ALTIANI,20251,2B012,42.21980,9.27660,53,2B
ALTIER,48800,48004,44.45700,3.85590,213,48
ALTILLAC,19120,19007,44.97740,1.86830,824,19
ALTKIRCH,68130,68004,47.62060,7.24450,5687,68
ALTORF,67120,67008,48.52430,7.54040,1447,67
ALTRIPPE,57660,57014,49.02740,6.81670,365,57
ALTVILLER,57730,57015,49.07060,6.73090,524,57
ALTWILLER,67260,67009,48.91730,6.97660,373,67
ALUZE,71510,71005,46.85220,4.68660,255,71
ALVIGNAC,46500,46003,44.83830,1.69270,699,46
ALVIMARE,76640,76002,49.60660,0.63060,584,76
ALZEN,09240,09009,42.98050,1.45390,262,09
ALZI,20212,2B013,42.31330,9.31750,27,2B
ALZING,57320,57016,49.27450,6.55310,405,57
ALZON,30770,30009,43.97400,3.44660,194,30
ALZONNE,11170,11009,43.26460,2.16650,1586,11
AMAGE,70280,70011,47.84430,6.50190,304,70
AMAGNE,08300,08008,49.51330,4.50400,814,08
AMAGNEY,25220,25014,47.30410,6.14710,934,25
AMAILLOUX,79350,79008,46.74670,-0.31910,822,79
AMANCE,10140,10005,48.29390,4.48220,245,10
AMANCE,54770,54012,48.75730,6.30800,365,54
AMANCE,70160,70012,47.79020,6.05020,669,70
AMANCEY,25330,25015,47.03400,6.07190,744,25
AMANCY,74800,74007,46.07220,6.32690,2792,74
AMANGE,39700,39008,47.16910,5.56590,428,39
AMANLIS,35150,35002,48.00170,-1.49510,1768,35
AMANTY,55130,55005,48.51600,5.60160,36,55
AMANVILLERS,57865,57017,49.16150,6.04290,2188,57
AMANZE,71800,71006,46.32610,4.23640,196,71
AMARENS,81170,81009,44.04230,1.92440,61,81
AMATHAY VESIGNEUX,25330,25016,47.02370,6.19710,175,25
AMAYE SUR ORNE,14210,14006,49.09140,-0.43580,1079,14
AMAYE SUR SEULLES,14310,14007,49.08240,-0.71620,215,14
AMAZY,58190,58005,47.38400,3.56970,208,58
AMBACOURT,88500,88006,48.35150,6.13940,300,88
AMBARES ET LAGRAVE,33440,33003,44.95170,-0.50000,17644,33
AMBAX,31230,31007,43.36920,0.93870,57,31
AMBAZAC,87240,87002,45.96090,1.39560,5556,87
AMBEL,38970,38008,44.79970,5.93480,35,38
AMBENAY,27250,27009,48.84000,0.73830,544,27
AMBERAC,16140,16008,45.85810,0.06260,315,16
AMBERIEU EN BUGEY,01500,01004,45.95750,5.37060,15934,01
AMBERIEUX,69480,69005,45.92640,4.74270,651,69
AMBERIEUX EN DOMBES,01330,01005,45.99920,4.91190,1906,01
AMBERNAC,16490,16009,45.97800,0.55160,381,16
AMBERRE,86110,86002,46.75880,0.15640,565,86
AMBERT,63600,63003,45.55160,3.75560,6517,63
AMBES,33810,33004,45.01230,-0.54860,3313,33
AMBEYRAC,12260,12007,44.49190,1.93560,184,12
